"id","OUTLET_NAME","address","STREET_STATE","STREET_PCODE","STREET_SUBURB","OPEN_HOUR_M","CLOSE_HOUR_M","WEEKENDS","EVENINGS"
3041,"Envigor Waterford West Seasons"," WATERFORD WEST 4133 QLD","QLD",4133,"WATERFORD WEST","0600","2000","TRUE","TRUE"
3042,"Country Mile Home Care"," BINNINGUP 6233 WA","WA",6233,"BINNINGUP","0500","2030","TRUE","TRUE"
3043,"ARRCS - Barkly Community Care"," TENNANT CREEK 860 NT","NT",860,"TENNANT CREEK",NaN,NaN,"TRUE","TRUE"
3045,"Aboriginal Community Care SA L1-L2 North West Metro"," MILE END 5031 SA","SA",5031,"MILE END",NaN,NaN,"TRUE","TRUE"
3047,"Community Gateway Kempsey"," Kempsey 2440 NSW","NSW",2440,"Kempsey",NaN,NaN,"TRUE","TRUE"
3050,"IWAA - Gold Coast"," ARUNDEL 4214 QLD","QLD",4214,"ARUNDEL",NaN,NaN,"TRUE","TRUE"
3054,"Call on Clare"," CAMBERWELL 3124 VIC","VIC",3124,"CAMBERWELL","0500","2030","TRUE","TRUE"
3055,"Akooramak Care of Older Persons - Community"," Warwick 4370 QLD","QLD",4370,"Warwick","0700","1830","TRUE","FALSE"
3057,"Brightwater At Home - South West Metro"," ROCKINGHAM 6168 WA","WA",6168,"ROCKINGHAM",NaN,NaN,"TRUE","TRUE"
3059,"WA - KinCare - Perth South West"," VICTORIA PARK 6100 WA","WA",6100,"VICTORIA PARK","0600","2000","TRUE","TRUE"
3060,"UPA Mid North Coast"," MACKSVILLE 2447 NSW","NSW",2447,"MACKSVILLE","0700","1900","TRUE","TRUE"
3061,"Envigor Bundaberg"," BRENDALE 4500 QLD","QLD",4500,"BRENDALE",NaN,NaN,"TRUE","TRUE"
3062,"Accommodation and Care Solutions - VIC"," HIGHETT 3190 VIC","VIC",3190,"HIGHETT",NaN,NaN,"TRUE","TRUE"
3064,"Huntley Home Care"," BURPENGARY 4505 QLD","QLD",4505,"BURPENGARY","0700","1900","TRUE","TRUE"
3065,"HART - Home Care Package Services"," WOLLONGBAR 2477 NSW","NSW",2477,"WOLLONGBAR",NaN,NaN,"TRUE","TRUE"
3067,"RSL LifeCare at Home - Far North Coast"," BALLINA 2478 NSW","NSW",2478,"BALLINA","0600","2000","TRUE","TRUE"
3069,"BlueCross Western"," HAWTHORN EAST 3123 VIC","VIC",3123,"HAWTHORN EAST","0730","2000","TRUE","TRUE"
3070,"Aboriginal Community Care SA Home Care Packages SA"," MILE END 5031 SA","SA",5031,"MILE END",NaN,NaN,"TRUE","FALSE"
3072,"Life Without Barriers Home Care Packages Program - Central Queensland"," ROCKHAMPTON CITY 4700 QLD","QLD",4700,"ROCKHAMPTON CITY",NaN,NaN,"TRUE","TRUE"
3073,"Shire of Narrogin, Narrogin Regional Homecare"," NARROGIN 6312 WA","WA",6312,"NARROGIN","0830","1630","TRUE","TRUE"
3075,"Gladstone QLD"," NEW AUCKLAND 4680 QLD","QLD",4680,"NEW AUCKLAND","0800","1800","TRUE","TRUE"
3076,"Australian Unity Home Care Service - Balranald"," BALRANALD 2715 NSW","NSW",2715,"BALRANALD","0600","2000","TRUE","TRUE"
3078,"Federation of Polish Organisations in SA Inc.2"," ADELAIDE 5000 SA","SA",5000,"ADELAIDE","0800","1900","TRUE","TRUE"
3082,"Transfer to a Better Deal"," MOSMAN 2088 NSW","NSW",2088,"MOSMAN","0800","1830","TRUE","TRUE"
3083,"Port Stephens Veterans & Citizens Community Care"," NELSON BAY 2315 NSW","NSW",2315,"NELSON BAY","0630","2030","TRUE","TRUE"
3087,"HammondCare At Home - Brisbane"," Chermside 4032 QLD","QLD",4032,"Chermside","0700","1900","TRUE","TRUE"
3088,"1800 242 696 - Latrobe Community Health Service - Home Care Packages - Hume"," WANGARATTA 3677 VIC","VIC",3677,"WANGARATTA",NaN,NaN,"TRUE","TRUE"
3089,"Ozcare - Gladstone"," Gladstone 4680 QLD","QLD",4680,"Gladstone","0600","1800","TRUE","TRUE"
3096,"Prompt Care Tasmania - Northern"," DEVONPORT 7310 TAS","TAS",7310,"DEVONPORT","0900","1700","TRUE","TRUE"
3099,"Brodribb At Home"," TOOWOOMBA 4350 QLD","QLD",4350,"TOOWOOMBA","0600","1700","TRUE","FALSE"
3100,"Australian Unity Home Care Service - Maclean"," MACLEAN 2463 NSW","NSW",2463,"MACLEAN","0600","2000","TRUE","TRUE"
3101,"The Salvation Army Community Home Care South"," NEW TOWN 7008 TAS","TAS",7008,"NEW TOWN","0730","2030","TRUE","TRUE"
3103,"annecto - Loddon Mallee VIC"," MILDURA 3500 VIC","VIC",3500,"MILDURA","0900","1700","TRUE","TRUE"
3105,"Catholic Healthcare Community Services Central Coast (formerly Catholic Community Services)"," HAMLYN TERRACE 2259 NSW","NSW",2259,"HAMLYN TERRACE","0600","1900","TRUE","TRUE"
3106,"HomeCare Australia - Toowoomba"," NORTH TOOWOOMBA 4350 QLD","QLD",4350,"NORTH TOOWOOMBA","0800","1700","TRUE","TRUE"
3107,"Circular Head Aboriginal Corporation"," SMITHTON 7330 TAS","TAS",7330,"SMITHTON",NaN,NaN,"TRUE","TRUE"
3108,"AQ Ipswich Multiservice Centre"," IPSWICH 4305 QLD","QLD",4305,"IPSWICH",NaN,NaN,"TRUE","TRUE"
3110,"YNA Your Nursing Agency Victoria"," MALVERN 3144 VIC","VIC",3144,"MALVERN","0500","1800","TRUE","TRUE"
3113,"Australian Unity Home Care Service - Cooma"," COOMA 2630 NSW","NSW",2630,"COOMA","0600","2000","TRUE","TRUE"
3114,"BallyCara HomeCare Bris North"," ASPLEY 4034 QLD","QLD",4034,"ASPLEY","0600","1800","TRUE","TRUE"
3115,"Envigor Bayside"," BRENDALE 4500 QLD","QLD",4500,"BRENDALE","0600","2000","TRUE","TRUE"
3116,"NSW - KinCare - Riverina Murray"," DEAKIN 2600 ACT","ACT",2600,"DEAKIN","0600","2000","TRUE","TRUE"
3120,"Meandarra Home Nursing Service"," MEANDARRA 4422 QLD","QLD",4422,"MEANDARRA",NaN,NaN,"TRUE","TRUE"
3126,"New Home Care Package Recipients"," MOSMAN 2088 NSW","NSW",2088,"MOSMAN","0800","1830","TRUE","TRUE"
3128,"Australian Unity Home Care Service - Sunshine Coast"," BRISBANE CITY 4000 QLD","QLD",4000,"BRISBANE CITY","0600","2030","TRUE","TRUE"
3131,"Global Care (Hamersley) Community Aged Care Packages"," MIDLAND 6056 WA","WA",6056,"MIDLAND","0700","1900","TRUE","TRUE"
3133,"Inala Elders Atsi Corp (CACP)"," INALA HEIGHTS 4077 QLD","QLD",4077,"INALA HEIGHTS",NaN,NaN,"TRUE","TRUE"
3135,"AnglicareSA Home Care South"," OAKLANDS PARK 5046 SA","SA",5046,"OAKLANDS PARK","0730","2030","TRUE","TRUE"
3136,"ComLink Brisbane North - Packages"," Northlakes 4509 QLD","QLD",4509,"Northlakes","0600","1800","TRUE","TRUE"
3138,"Australian Unity Home Care Service - Bankstown"," BANKSTOWN 2200 NSW","NSW",2200,"BANKSTOWN","0600","2000","TRUE","TRUE"
3139,"Darling Downs Hospital and Health Service Community Care- Taroom Home Care Packages"," MILES 4415 QLD","QLD",4415,"MILES",NaN,NaN,"TRUE","TRUE"
3142,"Sutherland Home Care 1300 939 458"," MOSMAN 2088 NSW","NSW",2088,"MOSMAN","0900","1730","TRUE","TRUE"
3143,"QLD - KinCare - Darling Downs"," MURARRIE 4172 QLD","QLD",4172,"MURARRIE","0600","2000","TRUE","TRUE"
3144,"Villa Maria Catholic Homes - Community Services - Home Care - Western Metropolitan"," MOUNT HELEN 3353 VIC","VIC",3353,"MOUNT HELEN",NaN,NaN,"TRUE","TRUE"
3145,"TriCare Logan River Valley Community Care"," MOUNT GRAVATT 4122 QLD","QLD",4122,"MOUNT GRAVATT",NaN,NaN,"TRUE","TRUE"
3150,"Amoonguna Home Care"," AMOONGUNA 873 NT","NT",873,"AMOONGUNA",NaN,NaN,"TRUE","TRUE"
3151,"Country Health Connect - Mallee Coorong Home Care Packages"," MURRAY BRIDGE 5253 SA","SA",5253,"MURRAY BRIDGE","0830","1700","TRUE","TRUE"
3154,"VIC - KinCare - South Melbourne"," NOTTING HILL 3168 VIC","VIC",3168,"NOTTING HILL","0600","2000","TRUE","TRUE"
3156,"Community Based Support Inc. - Home Care Packages"," MOONAH 7009 TAS","TAS",7009,"MOONAH","0600","1800","TRUE","TRUE"
3158,"QuestCare Canberra"," BELCONNEN 2617 ACT","ACT",2617,"BELCONNEN","0600","2030","TRUE","TRUE"
3160,"Just Domestic Cleaning and Gardening South East Sydney"," MOSMAN 2088 NSW","NSW",2088,"MOSMAN","0800","1800","TRUE","TRUE"
3165,"Blackall Range Care Group - Maleny (t/a RangeCare)"," MALENY 4552 QLD","QLD",4552,"MALENY",NaN,NaN,"TRUE","TRUE"
3166,"Darling Downs Hospital and Health Service Community Care - Wandoan Home Care Packages"," MILES 4415 QLD","QLD",4415,"MILES",NaN,NaN,"TRUE","TRUE"
3167,"annecto - South West Sydney NSW"," GLEBE 2037 NSW","NSW",2037,"GLEBE","0900","1700","TRUE","TRUE"
3168,"Ozcare - Toowoomba and Darling Downs"," TOOWOOMBA 4350 QLD","QLD",4350,"TOOWOOMBA","0600","1800","TRUE","TRUE"
3169,"Envigor Moreton"," BRENDALE 4500 QLD","QLD",4500,"BRENDALE","0600","2000","TRUE","TRUE"
3176,"The Carers"," O'Connor 6163 WA","WA",6163,"O'Connor","0700","2000","TRUE","TRUE"
3177,"Corumbene Community Care Program"," New Norfolk 7140 TAS","TAS",7140,"New Norfolk","0700","1900","TRUE","TRUE"
3180,"Aveo Bayview Home Care"," BAYVIEW 2104 NSW","NSW",2104,"BAYVIEW",NaN,NaN,"TRUE","TRUE"
3183,"Greek Welfare Centre - GWC Community Services NSW: CHSP and HCP Western Sydney"," HARRIS PARK 2150 NSW","NSW",2150,"HARRIS PARK",NaN,NaN,"TRUE","TRUE"
3184,"Life Without Barriers Home Care Packages Program - Townsville Northern Queensland"," GARBUTT 4814 QLD","QLD",4814,"GARBUTT",NaN,NaN,"TRUE","TRUE"
3190,"HenderCare (WA Goldfields)"," WEST PERTH 6005 WA","WA",6005,"WEST PERTH",NaN,NaN,"TRUE","TRUE"
3191,"Chizim Care Services Incorporated"," ALKIMOS 6038 WA","WA",6038,"ALKIMOS","0700","2000","TRUE","TRUE"
3192,"St Vincent's Care Services Home Care Packages Western Sydney"," AUBURN 2144 NSW","NSW",2144,"AUBURN","0630","2030","TRUE","TRUE"
3193,"Life Without Barriers Home Care Packages Program - Mackay Northern Queensland"," NORTH MACKAY 4740 QLD","QLD",4740,"NORTH MACKAY",NaN,NaN,"TRUE","TRUE"
3194,"Freedom Aged Care Concierge Bayside"," BALWYN 3103 VIC","VIC",3103,"BALWYN",NaN,NaN,"TRUE","TRUE"
3195,"SwanCare Group Community Care"," BENTLEY 6102 WA","WA",6102,"BENTLEY","0700","1700","TRUE","TRUE"
3196,"BlueCross Autumdale"," CHELTENHAM 3192 VIC","VIC",3192,"CHELTENHAM",NaN,NaN,"TRUE","TRUE"
3197,"Tara Community Care"," TARA 4421 QLD","QLD",4421,"TARA",NaN,NaN,"TRUE","TRUE"
3199,"Kaloma Home Care Packages"," GOONDIWINDI 4390 QLD","QLD",4390,"GOONDIWINDI",NaN,NaN,"TRUE","TRUE"
3206,"Inasmuch Community  Home Care Sussex Inlet"," SUSSEX INLET 2540 NSW","NSW",2540,"SUSSEX INLET","0700","1900","TRUE","FALSE"
3207,"Kanandah Residential Accommodation"," MUDGEE 2850 NSW","NSW",2850,"MUDGEE",NaN,NaN,"TRUE","TRUE"
3208,"Freedom Aged Care Tweed Heads"," TWEED HEADS SOUTH 2486 NSW","NSW",2486,"TWEED HEADS SOUTH","0500","2030","TRUE","TRUE"
3209,"Barunga Community Care"," PORT BROUGHTON 5522 SA","SA",5522,"PORT BROUGHTON","0600","2000","TRUE","TRUE"
3210,"Low Fee Package Provider"," MOSMAN 2088 NSW","NSW",2088,"MOSMAN","0900","1800","TRUE","TRUE"
3211,"Wahroonga"," BILOELA 4715 QLD","QLD",4715,"BILOELA","0600","2000","TRUE","TRUE"
3214,"St John's Community Care Home Care Package Outlet"," Redlynch 4870 QLD","QLD",4870,"Redlynch",NaN,NaN,"TRUE","TRUE"
3219,"Catholic Homes Inc Home Care - East Metro"," BURSWOOD 6100 WA","WA",6100,"BURSWOOD",NaN,NaN,"TRUE","TRUE"
3223,"Just Better Care Gippsland"," ROSEDALE 3847 VIC","VIC",3847,"ROSEDALE","0500","2030","TRUE","TRUE"
3224,"Lakes Home Care"," MILANG 5256 SA","SA",5256,"MILANG","0900","1700","TRUE","TRUE"
3226,"Churches of Christ Care Community Care - Townsville"," HEATLEY 4814 QLD","QLD",4814,"HEATLEY","0630","2030","TRUE","TRUE"
3228,"Presbyterian Aged Care - ACT Home Care"," HUGHES 2605 ACT","ACT",2605,"HUGHES","0600","2030","TRUE","TRUE"
3238,"Suncare Community Services - South Coast"," MAROOCHYDORE 4558 QLD","QLD",4558,"MAROOCHYDORE","0600","2000","TRUE","TRUE"
3239,"Kaloma"," GOONDIWINDI 4390 QLD","QLD",4390,"GOONDIWINDI","0600","1800","TRUE","TRUE"
3240,"Sapphire Coast Home Services"," BEGA 2550 NSW","NSW",2550,"BEGA",NaN,NaN,"TRUE","TRUE"
3241,"Canowindra Community Care"," TWEED HEADS SOUTH 2486 NSW","NSW",2486,"TWEED HEADS SOUTH","0800","1600","TRUE","TRUE"
3243,"Focus Care Solutions - LITHGOW"," BURWOOD 2134 NSW","NSW",2134,"BURWOOD","0830","1730","TRUE","TRUE"
3244,"Australian Unity Home Care Service - Mudgee"," MUDGEE 2850 NSW","NSW",2850,"MUDGEE","0600","2000","TRUE","TRUE"
3245,"Acacia Living Group Wheatbelt Home Care"," JURIEN BAY 6516 WA","WA",6516,"JURIEN BAY","0700","2000","TRUE","TRUE"
3247,"Life Care North"," EVERARD PARK 5035 SA","SA",5035,"EVERARD PARK","0900","1700","TRUE","TRUE"
3248,"Prompt Care Barwon-South Western"," BARWON DOWNS 3243 VIC","VIC",3243,"BARWON DOWNS","0900","1700","TRUE","TRUE"
3249,"Coolibah Aged Care Facility"," MANDURAH 6210 WA","WA",6210,"MANDURAH","0600","2000","TRUE","TRUE"
3254,"Better Living Homecare WA"," PERTH 6000 WA","WA",6000,"PERTH","0800","1700","TRUE","TRUE"
3255,"Just Better Care Australia - South Coast NSW"," MANLY 2095 NSW","NSW",2095,"MANLY","0800","1800","TRUE","TRUE"
3256,"Greek PRONIA - Home Care Packages - Southern Region"," BRUNSWICK 3056 VIC","VIC",3056,"BRUNSWICK",NaN,NaN,"TRUE","TRUE"
3262,"Suncare Community Services - Logan River"," MAROOCHYDORE 4558 QLD","QLD",4558,"MAROOCHYDORE","0600","2000","TRUE","TRUE"
3263,"HarbisonCare Home Care"," BURRADOO 2576 NSW","NSW",2576,"BURRADOO",NaN,NaN,"TRUE","TRUE"
3266,"integratedliving - North Western Tasmania"," NEWCASTLE 2300 NSW","NSW",2300,"NEWCASTLE","0600","2000","TRUE","TRUE"
3267,"CarePilot (South East)  call us on 1300 108 481"," RANDWICK 2031 NSW","NSW",2031,"RANDWICK","0600","2030","TRUE","TRUE"
3269,"HomeCare Australia Newcastle and Hunter"," COAL POINT 2283 NSW","NSW",2283,"COAL POINT","0800","1700","TRUE","TRUE"
3272,"Bethanie Maali Centre"," BUNBURY 6230 WA","WA",6230,"BUNBURY","0500","2030","TRUE","TRUE"
3273,"Broadsound Coastal Care"," CARMILA 4739 QLD","QLD",4739,"CARMILA","0830","1630","TRUE","TRUE"
3274,"River HealthCare"," MORNINGSIDE 4170 QLD","QLD",4170,"MORNINGSIDE","0500","2030","TRUE","TRUE"
3283,"Australian Unity Home Care Service - Aboriginal Home Care - Penrith"," PENRITH 2750 NSW","NSW",2750,"PENRITH","0600","2000","TRUE","TRUE"
3285,"Heathcote Health Home Care Packages"," HEATHCOTE 3523 VIC","VIC",3523,"HEATHCOTE",NaN,NaN,"TRUE","TRUE"
3290,"St Andrews Care Ltd"," Ballina 2478 NSW","NSW",2478,"Ballina",NaN,NaN,"TRUE","TRUE"
3292,"EACH NSW Home Care Packages - Hunter"," HAMILTON NORTH 2292 NSW","NSW",2292,"HAMILTON NORTH","0700","1900","TRUE","TRUE"
3294,"1300 108 481 - call CarePilot"," RANDWICK 2031 NSW","NSW",2031,"RANDWICK","0600","2030","TRUE","TRUE"
3296,"Upper Lachlan Community Care"," CROOKWELL 2583 NSW","NSW",2583,"CROOKWELL","0600","1900","TRUE","TRUE"
3297,"HenderCare (ACT)"," CITY 2601 ACT","ACT",2601,"CITY","0500","2030","TRUE","TRUE"
3298,"Elderly Home Care Solutions - Sydney"," CLOVELLY 2031 NSW","NSW",2031,"CLOVELLY","0600","2030","TRUE","TRUE"
3299,"Envigor Brisbane South"," BRENDALE 4500 QLD","QLD",4500,"BRENDALE","0600","2000","TRUE","TRUE"
3300,"Uniting Home Care Illawarra/Shoalhaven"," Warilla 2528 NSW","NSW",2528,"Warilla","0700","1900","TRUE","TRUE"
3301,"Home Support Services - Hume City Council"," BROADMEADOWS 3047 VIC","VIC",3047,"BROADMEADOWS",NaN,NaN,"TRUE","TRUE"
3304,"Heywood Rural Health Home Care Packages"," HEYWOOD 3304 VIC","VIC",3304,"HEYWOOD",NaN,NaN,"TRUE","TRUE"
3305,"TEAMhealth Aged Care HCP"," BERRIMAH 828 NT","NT",828,"BERRIMAH","0800","1700","TRUE","TRUE"
3306,"Just Better Care Newcastle Hunter"," CHARLESTOWN 2290 NSW","NSW",2290,"CHARLESTOWN",NaN,NaN,"TRUE","TRUE"
3313,"St John's Community Care Townsville"," Aitkenvale 4018 QLD","QLD",4018,"Aitkenvale",NaN,NaN,"TRUE","TRUE"
3316,"OzPol Services - Sunshine Coast"," BRISBANE CITY 4000 QLD","QLD",4000,"BRISBANE CITY","0600","2000","TRUE","TRUE"
3317,"Calvary Community Care Riverina HCP"," BOOROOMA 2650 NSW","NSW",2650,"BOOROOMA","0500","2030","TRUE","TRUE"
3326,"Australian Unity Home Care Service - Aboriginal Home Care - Grafton"," GRAFTON 2460 NSW","NSW",2460,"GRAFTON","0600","2000","TRUE","TRUE"
3327,"integratedliving - Brisbane North Cabool"," NEWCASTLE 2300 NSW","NSW",2300,"NEWCASTLE","0600","2000","TRUE","TRUE"
3328,"Everglow Community Care Links Inc.(ECCLI) - Townsville Region"," CURRAJONG 4812 QLD","QLD",4812,"CURRAJONG",NaN,NaN,"TRUE","TRUE"
3331,"BaptistCare- Illawarra and Shoalhaven"," GOULBURN 2580 NSW","NSW",2580,"GOULBURN","0630","2030","TRUE","TRUE"
3333,"Aged Care Plus - Weeroona Home Care Packages"," BASS HILL 2197 NSW","NSW",2197,"BASS HILL","0600","2030","TRUE","TRUE"
3335,"RSL LifeCare at Home - Mid North Coast"," COFFS HARBOUR 2450 NSW","NSW",2450,"COFFS HARBOUR","0600","2000","TRUE","TRUE"
3337,"AQ Garden City Multiservice Centre"," UPPER MOUNT GRAVATT 4122 QLD","QLD",4122,"UPPER MOUNT GRAVATT",NaN,NaN,"TRUE","TRUE"
3340,"More at Home"," North Parramatta 2151 NSW","NSW",2151,"North Parramatta",NaN,NaN,"TRUE","TRUE"
3341,"Benevolent Society - Home Support - Eastern Sydney"," ROSEBERY 2018 NSW","NSW",2018,"ROSEBERY","0700","1800","TRUE","TRUE"
3345,"Areyonga Home Care"," AREYONGA 872 NT","NT",872,"AREYONGA",NaN,NaN,"TRUE","TRUE"
3346,"ComLink Sunshine Coast - Packages"," BIRTINYA 4575 QLD","QLD",4575,"BIRTINYA","0600","1800","TRUE","TRUE"
3347,"Community Care Services"," ALICE SPRINGS 870 NT","NT",870,"ALICE SPRINGS",NaN,NaN,"TRUE","TRUE"
3349,"Freedom Aged Care Bridge St"," Newtoun 4035 QLD","QLD",4035,"Newtoun","0500","2030","TRUE","TRUE"
3350,"Calvary Community Care Tasmania"," LAUNCESTON 7250 TAS","TAS",7250,"LAUNCESTON","0500","2030","TRUE","TRUE"
3351,"Freedom Aged Care Tamworth"," TAMWORTH 2340 NSW","NSW",2340,"TAMWORTH","0500","2030","TRUE","TRUE"
3353,"Australian Unity Home Care Service - Broken Hill"," BROKEN HILL 2880 NSW","NSW",2880,"BROKEN HILL","0600","2000","TRUE","TRUE"
3354,"Catholic Healthcare Community Services Cabool (formerly Catholic Community Services)"," FORTITUDE VALLEY 4006 QLD","QLD",4006,"FORTITUDE VALLEY","0600","1900","TRUE","TRUE"
3355,"Bannister In Home Care Queensland"," COOLANGATTA 4225 QLD","QLD",4225,"COOLANGATTA","0700","1800","TRUE","TRUE"
3358,"Intereach Community Support - Western"," DENILIQUIN 2710 NSW","NSW",2710,"DENILIQUIN","0600","2000","TRUE","TRUE"
3359,"Catholic Healthcare Community Services Logan River Valley (fomerly Catholic Community Services)"," FORTITUDE VALLEY 4006 QLD","QLD",4006,"FORTITUDE VALLEY","0600","1900","TRUE","TRUE"
3360,"integratedliving - Mackay"," NEWCASTLE 2300 NSW","NSW",2300,"NEWCASTLE","0600","2000","TRUE","TRUE"
3363,"Calvary Community Care - Melbourne West"," MOUNT WAVERLEY 3149 VIC","VIC",3149,"MOUNT WAVERLEY","0500","2030","TRUE","TRUE"
3366,"Australian Unity Home Care Service - Aboriginal Home Care - Gosford"," GOSFORD 2250 NSW","NSW",2250,"GOSFORD","0600","2000","TRUE","TRUE"
3367,"Freedom Aged Care Dromana"," SAFETY BEACH 3936 VIC","VIC",3936,"SAFETY BEACH","0500","2030","TRUE","TRUE"
3369,"Moonee Valley City Council Home Care Packages"," MOONEE PONDS 3039 VIC","VIC",3039,"MOONEE PONDS","0800","1700","TRUE","TRUE"
3372,"YNA Your Nursing Agency SA"," FULLARTON 5063 SA","SA",5063,"FULLARTON","0500","1800","TRUE","TRUE"
3373,"Home Care Packages Level 1 to 4"," MOSMAN 2088 NSW","NSW",2088,"MOSMAN","0900","1730","TRUE","TRUE"
3374,"Blacktown Home Care Packages"," MOSMAN 2088 NSW","NSW",2088,"MOSMAN","0900","1730","TRUE","TRUE"
3375,"Glendale Care - Bundaberg"," AVENELL HEIGHTS 4670 QLD","QLD",4670,"AVENELL HEIGHTS","0830","1700","TRUE","TRUE"
3377,"Miles Community Care"," MILES 4415 QLD","QLD",4415,"MILES",NaN,NaN,"TRUE","TRUE"
3379,"Baldwin Living HomeServe (Seabeach)"," MONA VALE 2103 NSW","NSW",2103,"MONA VALE","0900","1700","TRUE","TRUE"
3380,"RSL LifeCare at Home - Merimbula"," MERIMBULA 2548 NSW","NSW",2548,"MERIMBULA","0600","2000","TRUE","TRUE"
3381,"Hepburn Health Service Home Care Packages"," DAYLESFORD 3460 VIC","VIC",3460,"DAYLESFORD","0800","1700","TRUE","TRUE"
3385,"AGED Rubies Nursing Care Bankstown"," BANKSTOWN 2200 NSW","NSW",2200,"BANKSTOWN",NaN,NaN,"TRUE","TRUE"
3386,"BaptistCare - Nepean"," KELLYVILLE 2155 NSW","NSW",2155,"KELLYVILLE","0630","2030","TRUE","TRUE"
3389,"Bethanie West Perth Social Centre"," WEST PERTH 6005 WA","WA",6005,"WEST PERTH","0500","2030","TRUE","TRUE"
3390,"Freedom Aged Care Cheltenham"," CHELTENHAM 3192 VIC","VIC",3192,"CHELTENHAM","0500","2030","TRUE","TRUE"
3395,"Star Health Prahran"," PRAHRAN 3181 VIC","VIC",3181,"PRAHRAN","0800","1730","TRUE","TRUE"
3396,"HenderCare (VIC Metropolitan West)"," SOUTHBANK 3006 VIC","VIC",3006,"SOUTHBANK","0500","2030","TRUE","TRUE"
3397,"MiCare- Brisbane, QLD"," BIRKDALE 4159 QLD","QLD",4159,"BIRKDALE","0900","1700","TRUE","TRUE"
3402,"Ozcare - Townsville"," GULLIVER 4812 QLD","QLD",4812,"GULLIVER","0600","1800","TRUE","TRUE"
3405,"Ntaria Home Care"," HERMANNSBURG 872 NT","NT",872,"HERMANNSBURG",NaN,NaN,"TRUE","TRUE"
3406,"RSL LifeCare at Home - Sydney"," NARRABEEN 2101 NSW","NSW",2101,"NARRABEEN","0600","2000","TRUE","TRUE"
3407,"Australian Unity Home Care Service - Finley"," Finley 2713 NSW","NSW",2713,"Finley","0600","2000","TRUE","TRUE"
3410,"ECH Home Services Hills/Victor Harbor SA"," MOUNT BARKER 5251 SA","SA",5251,"MOUNT BARKER","0500","2030","TRUE","TRUE"
3416,"Twofold Aboriginal Corporation"," BROADWATER 2549 NSW","NSW",2549,"BROADWATER",NaN,NaN,"TRUE","TRUE"
3417,"Help at Home by Montefiore"," Randwick 2031 NSW","NSW",2031,"Randwick","0600","2030","TRUE","TRUE"
3418,"Freedom Aged Care Concierge Balwyn"," BALWYN 3103 VIC","VIC",3103,"BALWYN",NaN,NaN,"TRUE","TRUE"
3419,"Rembrandt Living - Home Care Services - North West"," GREEN FIELDS 5107 SA","SA",5107,"GREEN FIELDS","0500","2030","TRUE","TRUE"
3420,"Australian Unity Home Care Service - Condobolin"," PARKES 2870 NSW","NSW",2870,"PARKES","0600","2000","TRUE","TRUE"
3423,"Baldwin Living HomeServe (Lane Cove)"," LANE COVE NORTH 2066 NSW","NSW",2066,"LANE COVE NORTH","0900","1700","TRUE","TRUE"
3425,"Country Health Connect - Port Lincoln & Lower Eyre Community Health Service"," PORT LINCOLN 5606 SA","SA",5606,"PORT LINCOLN","0830","1730","TRUE","TRUE"
3426,"Minda Community Aged Care Packages"," BRIGHTON 5048 SA","SA",5048,"BRIGHTON",NaN,NaN,"TRUE","TRUE"
3427,"Vision Australia Boronia"," BORONIA 3155 VIC","VIC",3155,"BORONIA","0830","1700","TRUE","FALSE"
3428,"Catholic Healthcare Community Services Orana (formerly Catholic Community Services)"," DUBBO 2830 NSW","NSW",2830,"DUBBO",NaN,NaN,"TRUE","TRUE"
3433,"Australian Vietnamese Women's Association - HCP Northern"," RICHMOND 3121 VIC","VIC",3121,"RICHMOND",NaN,NaN,"TRUE","TRUE"
3436,"Sydwest Multicultural Services HCP"," BLACKTOWN 2148 NSW","NSW",2148,"BLACKTOWN",NaN,NaN,"TRUE","TRUE"
3437,"Vision Australia Bendigo"," BENDIGO 3550 VIC","VIC",3550,"BENDIGO","0830","1630","TRUE","FALSE"
3439,"Envigor Bribie Island"," BELLARA 4507 QLD","QLD",4507,"BELLARA","0600","2000","TRUE","TRUE"
3440,"Astley Care Home Care Packages"," GOSNELLS 6110 WA","WA",6110,"GOSNELLS","0630","1900","TRUE","TRUE"
3441,"Abbeyfield Hostel"," WILLIAMSTOWN 5351 SA","SA",5351,"WILLIAMSTOWN","0700","2000","TRUE","TRUE"
3443,"Just Domestic Cleaning and Gardening Nepean"," MOSMAN 2088 NSW","NSW",2088,"MOSMAN","0830","1800","TRUE","TRUE"
3445,"Calvary Community Care Riverina"," BOOROOMA 2650 NSW","NSW",2650,"BOOROOMA",NaN,NaN,"TRUE","TRUE"
3446,"Medea Park Community Aged Care Package Service"," ST HELENS 7216 TAS","TAS",7216,"ST HELENS","0900","1700","TRUE","TRUE"
3447,"Vasey RSL Care Home Care (South)"," Hawthorn 3122 VIC","VIC",3122,"Hawthorn","0800","1800","TRUE","TRUE"
3448,"Mount Liebig Aged Care"," MOUNT LIEBIG 872 NT","NT",872,"MOUNT LIEBIG","0900","1500","TRUE","TRUE"
3449,"Southern Cross Care - Home Care - South West Sydney"," MERRYLANDS WEST 2160 NSW","NSW",2160,"MERRYLANDS WEST","0600","2030","TRUE","TRUE"
3451,"Willowra Aged and Disability Services"," Willowra 872 NT","NT",872,"Willowra",NaN,NaN,"TRUE","TRUE"
