"OUTLET_NAME","HOURS_OPEN","HOURS_CLOSE","STATE"
"HenderCare (VIC Metropolitan West)","0500","2030","VIC"
"MiCare- Brisbane, QLD","0900","1700","QLD"
"1300 939 458 - Home Care Packages","0830","1800","NSW"
"Amana Living Home Care Package Metro South East","0700","2000","WA"
"Feros Care Home Care Packages - South East Sydney NSW","0600","2030","NSW"
"WA - KinCare - Perth South West","0600","2000","WA"
"Ozcare - Townsville","0600","1800","QLD"
"Helping Hand Country Community",NaN,NaN,"SA"
"Amana Living Home Care Package Kalgoorlie","0700","2000","WA"
"Ntaria Home Care",NaN,NaN,"NT"
"RSL LifeCare at Home - Sydney","0600","2000","NSW"
"Australian Unity Home Care Service - Finley","0600","2000","NSW"
"Uniting Healthy Living for Seniors Mid North Coast","0700","1900","NSW"
"NSW - KinCare - South West Sydney","0600","2000","NSW"
"ECH Home Services Hills/Victor Harbor SA","0500","2030","SA"
"Catholic Healthcare Homecare Packages","0700","1900","NSW"
"Villa Maria Catholic Homes - Community Services - Home Care - Hume",NaN,NaN,"VIC"
"Catholic Healthcare Community Services Inner West (formerly Catholic Community Services)","0600","1900","NSW"
"UNITED-SPANISH LATIN AMERICAN WELFARE CENTRE",NaN,NaN,"VIC"
"Golden Glow Nursing - Darwin","0800","1630","NT"
"Twofold Aboriginal Corporation",NaN,NaN,"NSW"
"Help at Home by Montefiore","0600","2030","NSW"
"Freedom Aged Care Concierge Balwyn",NaN,NaN,"VIC"
"Rembrandt Living - Home Care Services - North West","0500","2030","SA"
"Australian Unity Home Care Service - Condobolin","0600","2000","NSW"
"CO.AS.IT Italian Assistance Association",NaN,NaN,"VIC"
"Rembrandt Living Home Care Services 81980300","0800","1730","SA"
"Baldwin Living HomeServe (Lane Cove)","0900","1700","NSW"
"The Care List - Victoria","0800","1830","NSW"
"Country Health Connect - Port Lincoln & Lower Eyre Community Health Service","0830","1730","SA"
"Minda Community Aged Care Packages",NaN,NaN,"SA"
"Vision Australia Boronia","0830","1700","VIC"
"Catholic Healthcare Community Services Orana (formerly Catholic Community Services)",NaN,NaN,"NSW"
"Anglicare Southern Queensland Rural And Remote Central West","0700","1700","QLD"
"Amana Living Home Care Package Metro South West",NaN,NaN,"WA"
"annecto - Grampians VIC","0900","1700","VIC"
"Forrest Community Services",NaN,NaN,"NSW"
"Australian Vietnamese Women's Association - HCP Northern",NaN,NaN,"VIC"
"Personal Care, Allied Health and Nursing","0800","1830","NSW"
"St Mary’s Aged Care – Home Service",NaN,NaN,"QLD"
"Sydwest Multicultural Services HCP",NaN,NaN,"NSW"
"Vision Australia Bendigo","0830","1630","VIC"
"Uniting Healthy Living for Seniors Kuranya/Far South",NaN,NaN,"NSW"
"Envigor Bribie Island","0600","2000","QLD"
"Astley Care Home Care Packages","0630","1900","WA"
"Abbeyfield Hostel","0700","2000","SA"
"Villa Maria Catholic Homes*",NaN,NaN,"VIC"
"Just Domestic Cleaning and Gardening Nepean","0830","1800","NSW"
"Villa Maria Catholic Homes- Community Services - Home Care Barwon",NaN,NaN,"VIC"
"Calvary Community Care Riverina",NaN,NaN,"NSW"
"Medea Park Community Aged Care Package Service","0900","1700","TAS"
"Vasey RSL Care Home Care (South)","0800","1800","VIC"
"Mount Liebig Aged Care","0900","1500","NT"
"Southern Cross Care - Home Care - South West Sydney","0600","2030","NSW"
"Catholic Healthcare Community Services Western Sydney (formerly Catholic Community Services)","0600","1900","NSW"
"Willowra Aged and Disability Services",NaN,NaN,"NT"
"Footprints Inc","0600","1900","QLD"
"Homenursingsolutions","0500","2030","SA"
"For Care","0500","2030","QLD"
"Bedingfeld Lodge","0700","2030","WA"
"Wyanga Aboriginal Aged Care Program","0800","1630","NSW"
"Centacare Enoggera",NaN,NaN,"QLD"
"YNA Your Nursing Agency Cairns","0500","1800","QLD"
"Ngunnawal Aboriginal Corporation","0630","1830","NSW"
"Share And Care Community Services Group Inc - Home Support Services",NaN,NaN,"WA"
"HammondCare At Home - Far West NSW","0700","1900","NSW"
"ComLink Brisbane South - Packages","0600","1800","QLD"
"Home Care Assistance Sunshine Coast and Wide Bay","0500","2030","QLD"
"1300 698 693 Home Nursing Group Pty Ltd -Tamworth","0500","2030","NSW"
"John Paul Village",NaN,NaN,"NSW"
"Catholic Healthcare Community Services Nepean (formerly Catholic Community Services)","0600","1900","NSW"
"Catholic Healthcare Community Services Northern Sydney (formerly Catholic Community Services)","0600","1900","NSW"
"Aged and Disability Services Wangaratta Rural City Council","0830","1700","VIC"
"Sazem Disability & Aged Care Services",NaN,NaN,"NSW"
"Baldwin Living HomeServe (Maroubra)","0900","1700","NSW"
"Matthew Flinders Home Inc. Home Care Packages Program",NaN,NaN,"SA"
"Wintringham Community Housing and Support (Southern)","0830","1700","VIC"
"Feros Care Home Care Packages - Mid North Coast NSW","0630","2030","NSW"
"Ballan District Health And Care",NaN,NaN,"VIC"
"Silver Chain Wheatbelt","0500","2030","WA"
"Home Instead Senior Care Wollongong","0500","2030","NSW"
"ACH Group Mercy Health",NaN,NaN,"SA"
"Co-Ordinated Support Services Fitzroy","0830","1630","QLD"
"Uniting Home Care Nepean","0700","1830","NSW"
"Catholic Healthcare Community Services Northern Sydney (formerly Catholic Community Services)","0600","1900","NSW"
"Home Care Nurses Australia - West Moreton","0800","1800","QLD"
"Wintringham Community Housing and Support (Hume)","0800","1700","VIC"
"Carinity Home Care","0700","1800","QLD"
"Blue Care Southport Community Care","0600","1800","QLD"
"Quambie Care","0700","2030","WA"
"Just Better Care Eastern Suburbs",NaN,NaN,"NSW"
"1300791660 McLean Care Community Services Moree","0600","1900","NSW"
"Community Care Options Home Care Packages","0700","1800","NSW"
"Albany Community Care Centre","0700","2000","WA"
"Anglicare At Home - Home Care Packages","0600","2000","NSW"
"The Care List NSW","0900","1800","NSW"
"Your Aged Care at Home Ltd",NaN,NaN,"NSW"
"annecto - Loddon Mallee VIC","0900","1700","VIC"
"Wowan/Dululu Multi Purpose Centre",NaN,NaN,"QLD"
"NSW - KinCare - Western Sydney Region","0600","2000","NSW"
"Uniting Healthy Living for Seniors South West Sydney",NaN,NaN,"NSW"
"Just Better Care Home Care Packages","0600","2030","QLD"
"Avida Care (IPLO)","0600","2030","QLD"
"Southern Cross Home Care North West 1",NaN,NaN,"TAS"
"Southern Plus: Home Care Services",NaN,NaN,"WA"
"At Grampians Community Health Ararat Office",NaN,NaN,"VIC"
"Churches Of Christ Care Community Care Gold Coast",NaN,NaN,"QLD"
"IPC Health Aged Care Services","0830","1700","VIC"
"1800 242 696 - Latrobe Community Health Service - Home Care Packages - Gippsland","0830","1700","VIC"
"Adssi HomeLiving Australia","0700","1800","NSW"
"Australian Unity Home Care Service - Burwood","0600","2000","NSW"
"Diversicare - Sunshine Coast",NaN,NaN,"QLD"
"Southern Cross Care - Home Care - Inner West","0600","2030","NSW"
"Newcastle Home Care","0830","1800","NSW"
"HammondCare At Home - Shoalhaven","0700","1900","NSW"
"Feros Care Home Care Packages - Greater Geelong VIC","0600","2030","VIC"
"Just Better Care Macarthur","0700","2030","NSW"
"Australian Unity Home Care Service - Bega","0600","2000","NSW"
"Personal Care, Allied Health and Nursing","0800","1830","NSW"
"TriCare Brisbane South Community Care",NaN,NaN,"QLD"
"Adssi HomeLiving Australia","0700","1800","NSW"
"CRANES Community Support Programs -  Grafton/Prince Street","0600","2000","NSW"
"Envigor Ipswich East","0600","2000","QLD"
"Ruscare Home Care",NaN,NaN,"VIC"
"Australian Unity Home Care Service - Kandos/Rylstone","0600","2000","NSW"
"Anglicare Tasmania - Home Care Packages","0600","2030","TAS"
"Footprints Inc",NaN,NaN,"QLD"
"Calvary Community Care Gippsland","0500","2030","VIC"
"1300791660 McLean Care Community Services Inverell","0600","1900","NSW"
"EACH NSW Home Care Packages - Central Coast",NaN,NaN,"NSW"
"Star Health SouthPort","0800","1730","VIC"
"Kronstadt Gardens","0730","2030","VIC"
"Silver Chain Wheatbelt","0500","2030","WA"
"Silver Chain South West","0500","2030","WA"
"Merimbula Home Nursing Service",NaN,NaN,"NSW"
"Yarrabee",NaN,NaN,"NSW"
"Newcastle Home Care Packages Level 1 to 4","0830","1800","NSW"
"annecto - South & East VIC","0900","1700","VIC"
"Bannister In Home Care","0700","1800","NSW"
"Villa Maria Catholic Homes*",NaN,NaN,"VIC"
"Uniting Home Care Far North Coast","0700","1900","NSW"
"AnglicareSA Home Care West","0730","2030","SA"
"Endeavour Foundation Aged Care Service",NaN,NaN,"QLD"
"Dutiful Daughters",NaN,NaN,"NSW"
"GoCo Moree",NaN,NaN,"NSW"
"Hills Nursing - Northwestern","0600","2030","NSW"
"Wintringham Community Housing and Support (Southern)","0830","1700","VIC"
"Blue Haven Care","0630","1900","NSW"
"Nextt - South Australia",NaN,NaN,"SA"
"Australian Unity Home Care Service - Blacktown/Parramatta","0600","2000","NSW"
"Australian Unity Home Care Service - Narromine","0600","2000","NSW"
"z - Australian Unity Home Services - Eastern NSW",NaN,NaN,"NSW"
"Feros Care Home Care Packages - South West Sydney NSW","0600","2030","NSW"
"Catholic Healthcare Community Services Northern Sydney (formerly Catholic Community Services)","0600","1900","NSW"
"Uniting Healthy Living for Seniors Northern Sydney","0700","1900","NSW"
"Your Aged Care at Home Ltd",NaN,NaN,"NSW"
"Benetas Home Care Greater North West","0500","2030","VIC"
"St Vincent's Care Services Eastern Melbourne Home Care","0600","2030","VIC"
"1300 939 458 The Care List NSW","0830","1800","NSW"
"UPA Home Care North Coast","0700","1900","NSW"
"Feros Care Home Care Packages - Grampians","0600","2030","VIC"
"Gapuwiyak Aged and Disability Service",NaN,NaN,"NT"
"Focused Care","0800","2000","WA"
"Rembrandt Living Home Care Services 81980300","0800","1730","SA"
"Midjum Cottage",NaN,NaN,"NSW"
"Absolute Home Care","0600","2000","ACT"
"Kalwun Aged Care Project",NaN,NaN,"QLD"
"1300 698 693 Home Nursing Group Pty Ltd - Port Macquarie","0500","2030","NSW"
"1300 939 458 - Your Home Care Package","0900","1700","NSW"
"integratedliving - Central Coast","0600","2000","NSW"
"UPA Sydney North Community Care Packages","0700","1900","NSW"
"Vasey RSL Care Home Care (North)","0800","1800","VIC"
"Country Health Connect - Ceduna District Community Health Service","0830","1730","SA"
"Silver Chain","0500","2030","WA"
"Rose Aged Care Service Pty Ltd","0700","2030","NSW"
"Home Instead Senior Care","0500","2030","QLD"
"Enrich Living Services Myaree (formerly St Ives Home Care) - 1300 20 20 03","0800","1700","WA"
"Uniting Healthy Living for Seniors Nepean","0700","1830","NSW"
"Calvary Community Care Sydney",NaN,NaN,"NSW"
"NSW - KinCare - South East Sydney","0600","2000","NSW"
"integratedliving West Moreton","0600","2000","NSW"
"Blue Care Gympie Community Care","0600","1800","QLD"
"Anglicare At Home - Western Sydney and Mountains","0600","2000","NSW"
"MACS - Home Care Services","0900","1700","VIC"
"Aged Care Packages NSW","0900","1800","NSW"
"Australian Unity Home Care Service - Aboriginal Home Care - Bourke","0600","2000","NSW"
"Finke Home Care",NaN,NaN,"NT"
"St Bart's Home Care","0800","1700","WA"
"The Abbey",NaN,NaN,"NSW"
"IPC Health Aged Care Services","0830","1700","VIC"
"Our Lady of Consolation Home Care","0600","2030","NSW"
"Australian Unity Home Care Service - Inverell","0600","2000","NSW"
"Cessnock Home Care and Support Services",NaN,NaN,"NSW"
"LiveBetter Community Services - Broken Hill","0500","2030","NSW"
"Villa Maria Catholic Homes- Community Services - Home Care Grampians",NaN,NaN,"VIC"
"North and West Remote Health (NWRH) - Community Care & Home Care Packages",NaN,NaN,"QLD"
"ComLink Townsville - CHSP","0600","1800","QLD"
"Goodooga Health Service",NaN,NaN,"NSW"
"Baptcare Home Help Eastern Metro",NaN,NaN,"VIC"
"A Lifetime Connect - Coffs Harbour",NaN,NaN,"NSW"
"Villa Maria Catholic Homes - Community Services - Home Care - Western Metropolitan",NaN,NaN,"VIC"
"Feros Care Home Care Packages - Illawarra NSW","0600","2030","NSW"
"Centacare Beaudesert","0600","1800","QLD"
"The Salvation Army - Adult Services - Community Aged Care Program - Northern Office","0800","1630","VIC"
"Right at Home Southern NSW","0500","2030","NSW"
"Calvary Community Care Sydney",NaN,NaN,"NSW"
"Flexi Care Inc. Home Care Packages",NaN,NaN,"QLD"
"Juniper Home Care","0600","2030","WA"
"Belconnen Community Service Inc","0700","2030","ACT"
"Catholic Healthcare Homecare Packages",NaN,NaN,"NSW"
"Z - Australian Unity Home Services - Central Coast NSW",NaN,NaN,"NSW"
"The District Nurses","0700","2030","TAS"
"annecto - Inner West Sydney NSW","0900","1700","NSW"
"1300 939 458 - Your Home Care Package","0800","1830","NSW"
"Feros Care Home Care Packages - Brisbane North QLD","0600","2030","QLD"
"Care Forward - North","0830","1630","TAS"
"ARC Community Care","0500","2030","TAS"
"Forrest Community Services",NaN,NaN,"NSW"
"Enrich Living Services Myaree (formerly St Ives Home Care) - 1300 20 20 03","0600","2000","WA"
"Anglicare At Home - Northern Sydney and Beaches","0600","2000","NSW"
"Uniting Home Care Far North Coast","0700","1900","NSW"
"Wintringham Community Housing and Support (Southern Peninsula)","0830","1700","VIC"
"Benevolent Society - Home Support - Sydney Inner West","0700","1800","NSW"
"Rumbalara HCP - Loddon Mallee",NaN,NaN,"VIC"
"NSW - KinCare - Western Sydney Region","0600","2000","NSW"
"Anglicare At Home - Home Care Packages","0600","2000","NSW"
"NSW - KinCare - Central Coast","0600","2000","NSW"
"1300 939 458 The Care List NSW","0830","1800","NSW"
"UNITED-SPANISH LATIN AMERICAN WELFARE CENTRE",NaN,NaN,"VIC"
"Personal Care, Allied Health and Nursing","0800","1830","NSW"
"Pinnacle Community Services - Temora","0600","1800","NSW"
"Feros Care Home Care Packages - West Moreton QLD","0600","2030","QLD"
"Feros Care Home Care Packages - Grampians","0600","2030","VIC"
"BaptistCare - Murrumbidgee","0630","2030","NSW"
"Feros Care Home Care Packages - Eastern Metro VIC","0600","2030","VIC"
"UNITED-SPANISH LATIN AMERICAN WELFARE CENTRE",NaN,NaN,"VIC"
"Z-Australian Unity Home Care Service - Wiradjuri Aboriginal Services","0600","2000","NSW"
"Focal Community Services, Ipswich",NaN,NaN,"QLD"
"Wesley Mission Victoria Northern Region","0700","2030","VIC"
"RFBI Care at Home - Lower Hunter",NaN,NaN,"NSW"
"Baptcare Home Help Gippsland - Morwell Office","0830","1700","VIC"
"integratedliving - Southern Highlands","0600","2000","NSW"
"Sazem Disability & Aged care Services Pty Ltd Lakemba",NaN,NaN,"NSW"
"Blue Care Cassowary Coast Community Care (Innisfail/Tully)","0600","1800","QLD"
"Merri Health Home Care Packages - In Good Hands","0900","1700","VIC"
"Anthem Hornsby",NaN,NaN,"NSW"
"Benetas Home Care Gippsland B","0500","2030","VIC"
"Feros Care Home Care Packages - Mid North Coast NSW","0600","2030","NSW"
"Feros Care Home Care Packages - Illawarra NSW","0600","2030","NSW"
"Feros Care Home Care Packages - Loddon-Mallee VIC","0600","2030","VIC"
"Carrington Community Care","0500","2030","NSW"
"Ampilatwatja",NaN,NaN,"NT"
"Southern Cross Home Care North 1","0700","1900","TAS"
"Laramba Aged and Disability Services",NaN,NaN,"NT"
"Tend Care Pty Ltd","0600","2000","VIC"
"St John's Community Care North Brisbane","0630","2030","QLD"
"Feros Care Home Care Packages - Western Metro","0600","2030","VIC"
"integratedliving - Far North QLD","0600","2000","NSW"
"Orana H","0600","2000","QLD"
"Community Options Inc.",NaN,NaN,"ACT"
"Australian Unity Home Care Service - Toowoomba","0600","2030","QLD"
"Catholic Healthcare Community Services Hunter (formerly Catholic Community Services)","0600","1900","NSW"
"Live Life Care Robertson",NaN,NaN,"QLD"
"Uniting Home Care Northern Sydney","0700","1900","NSW"
"Uniting Healthy Living for Seniors Inner West","0700","1900","NSW"
"Elderly Home Care Solutions - Rockdale","0600","2030","NSW"
"Wagga Wagga Meals on Wheels",NaN,NaN,"NSW"
"Home Care Packages Karingal St Laurence",NaN,NaN,"VIC"
"Feros Care Home Care Packages - Logan River Valley QLD","0600","2030","QLD"
"Amana Living Home Care Package Metro North","0700","2000","WA"
"Suncare Community Services - West Morton","0600","2000","QLD"
"AQ Garden City Multiservice Centre",NaN,NaN,"QLD"
"VIC - KinCare - Loddon Mallee Region","0600","2000","VIC"
"integratedliving - South West Queensland","0600","2000","NSW"
"z - Australian Unity Home Services - Eastern NSW",NaN,NaN,"NSW"
"Anglicare At Home - Home Care Packages","0600","2000","NSW"
"Uniting Healthy Living for Seniors ACT/Queanbeyan","0900","1700","ACT"
"Feros Care Home Care Packages - Northern Sydney","0600","2030","NSW"
"Uniting Home Care Clarence Valley","0700","1900","NSW"
"Southern Region Each Service",NaN,NaN,"VIC"
"HCA Home (Vic) No hidden costs","0600","2030","VIC"
"Rembrandt Living Home Care Services 81980300","0800","1730","SA"
"Calvary Community Care Darwin",NaN,NaN,"NT"
"Western District Health Service Home Care Packages",NaN,NaN,"VIC"
"Country Health Connect - Southern Fleurieu Community Health Service","0830","1700","SA"
"Villa Maria Catholic Homes- Community Services - Home Care Grampians",NaN,NaN,"VIC"
"Suncare Community Services - Gympie","0600","2000","QLD"
"ECH Home Services West SA","0500","2030","SA"
"Australian Unity Home Care Service - Cootamundra","0600","2000","NSW"
"Australian Unity Home Care Service - Aboriginal Home Care - Port Macquarie","0600","2000","QLD"
"Envigor Central Queensland",NaN,NaN,"QLD"
"QLD - KinCare - South Coast Queensland","0600","2000","QLD"
"CIMAS Nursing Service","0700","2030","QLD"
"Zion Gympie","0600","2000","QLD"
"Catholic Healthcare Community Services South East Sydney (formerly Catholic Community Services)",NaN,NaN,"NSW"
"Feros Care Home Care Packages - Northern Tasmania","0600","2030","TAS"
"KNC St Ives","0830","1700","NSW"
"Elderly Australian Chinese Homes Co-Op",NaN,NaN,"NSW"
"Co.As.It.",NaN,NaN,"NSW"
"Excelcare Australia  - Rockhampton",NaN,NaN,"QLD"
"BlueCross Eastern","0730","2000","VIC"
"Goodwin Home Care Packages Southern Highlands",NaN,NaN,"NSW"
"Uniting Home Care Hunter","0700","1900","NSW"
"Star Community Services LTD","0630","2030","QLD"
"Andrew Kerr Care Ltd Home Care Packages",NaN,NaN,"VIC"
"Freedom Aged Care Rochedale","0500","2030","QLD"
"Wintringham Community Housing and Support (Southern Peninsula)","0800","1700","VIC"
"Feros Care Home Care Packages - Northern Sydney","0600","2030","NSW"
"Ikuntji Home Care",NaN,NaN,"ACT"
"annecto - South & East VIC","0900","1700","VIC"
"Sue Mann Nursing & Community Care (HU) - 1300 241 300","0700","1800","NSW"
"Sri Om Care","0830","1800","NSW"
"Home Care Packages Level 1 to 4","0800","1830","NSW"
"Villa Maria Catholic Homes - Community Services - Home Care - Hume",NaN,NaN,"VIC"
"Uniting Healthy Living for Seniors South West Sydney","0700","1900","NSW"
"Australian Unity Home Care Service - Greater Geelong","0600","2030","VIC"
"Acacia Living Group South East Home Care","0700","2000","WA"
"Dutiful Daughters",NaN,NaN,"NSW"
"integratedliving Yorke Lower North Barossa","0600","2000","NSW"
"Catholic Healthcare Community Services Western Sydney (formerly Catholic Community Services)","0600","1900","NSW"
"Just Better Care Inner West","0600","2030","NSW"
"CCNB Community Care Home Care Packages",NaN,NaN,"NSW"
"Karingal Inc. - Community Aged Care",NaN,NaN,"VIC"
"RSL LifeCare at Home - Far North Coast","0600","2000","NSW"
"Staffing OptionS for Community Services - North Coast","0500","2030","QLD"
"UNITED-SPANISH LATIN AMERICAN WELFARE CENTRE",NaN,NaN,"VIC"
"Southern Plus: Home Care Services",NaN,NaN,"WA"
"EACH Macleay Valley","0600","2030","NSW"
"1300 698 693 Home Nursing Group Pty Ltd - Armidale","0500","2030","NSW"
"Creating Links","0630","2030","NSW"
"Wynyard Care Centre","0600","1800","TAS"
"Tabeel","0600","2000","QLD"
"Australian Unity Home Care Service - Hay","0600","2000","NSW"
"Sazem Disability & Aged Care Services","0900","1800","NSW"
"Wesley Mission Queensland  (Pine Rivers)","0600","2030","QLD"
"Finncare Logan River Valley",NaN,NaN,"QLD"
"Juniper Home Care - Level 4 South West Metro","0600","2030","WA"
"Mallacoota District Health and Support Service Inc 1","0800","1800","VIC"
"Bethanie Menora Day Therapy Centre","0500","2030","WA"
"TAS - KinCare - North West Tasmania","0600","2000","TAS"
"Home Instead Senior Care Newcastle","0500","2030","NSW"
"Blue Care Burdekin Community Care","0600","1800","QLD"
"Silver Chain","0500","2030","WA"
"1800 242 696 - Latrobe Community Health Service - Home Care Packages - Grampians","0830","1800","VIC"
"Bethanie Community Care - South West","0500","2030","WA"
"Ampilatwatja",NaN,NaN,"NT"
"Catholic Healthcare Community Services Nepean (formerly Catholic Community Services)","0600","1900","NSW"
"Uniting Home Care Clarence Valley","0700","1900","NSW"
"Wesley Mission Queensland  (Pine Rivers)","0600","2030","QLD"
"Community First HCP Albany","0800","1900","WA"
"Tenison Woods Aged Care Services",NaN,NaN,"SA"
"ACCA - Chinese Home Care Packages",NaN,NaN,"NSW"
"South Brisbane","0830","1800","NSW"
"Suncare Community Services (Hervey Bay)","0600","2000","QLD"
"Mackay Yamadi Lera Yumi Meta Assoc Inc",NaN,NaN,"QLD"
"IRT at Home South West Sydney","0700","2030","NSW"
"Baptcare Home Help Eastern Metro",NaN,NaN,"VIC"
"Feros Care Home Care Packages - Northern Tasmania","0630","2030","TAS"
"Newlake Health Services","0500","2030","NSW"
"Home Care Packages Karingal St Laurence",NaN,NaN,"VIC"
"Acacia Living Group South West Home Care","0700","2000","WA"
"KADS /TCS Tamworth","0800","1800","NSW"
"CentacareCQ - Bundaberg Region","0700","1700","QLD"
"Anglicare At Home - Home Care Packages","0600","2000","NSW"
"Jack Towney Aboriginal Hostel Home Care Packages",NaN,NaN,"NSW"
"Whyalla Aged Care Home Support","0600","2000","SA"
"The Care List - Victoria","0830","1800","NSW"
"Tenison Woods Aged Care Services",NaN,NaN,"SA"
"CO.AS.IT Italian Assistance Association",NaN,NaN,"VIC"
"Flexi Care Inc.","0600","2030","QLD"
"Benevolent Society - Home Support -Northern Sydney","0700","1800","NSW"
"Anglicare At Home - Home Care Packages",NaN,NaN,"NSW"
"IUIH Home Support Logan River Valley (Indigenous Services Only)",NaN,NaN,"QLD"
"Southern Cross Home Care North","0700","1900","TAS"
"TAS - KinCare - Southern Tasmania","0600","2000","TAS"
"Intereach Community Support - Western","0600","2000","NSW"
"Hinterland Community Care Inc",NaN,NaN,"QLD"
"Life Without Barriers Home Care Packages Program - Darling Downs/South West Region Queensland",NaN,NaN,"QLD"
"Alzheimers Qld - HCP West Moreton","0600","2030","QLD"
"Bungree Aboriginal Association - Home Care Packages",NaN,NaN,"NSW"
"Aged and Disability Services Wangaratta Rural City Council","0830","1700","VIC"
"Dutiful Daughters",NaN,NaN,"NSW"
"Churches of Christ Care Community Care - Wide Bay (Bundaberg and Gin Gin)","0630","2030","QLD"
"Uniting Healthy Living for Seniors Northern Sydney","0700","1900","NSW"
"Just Domestic Cleaning and Gardening Southern Metro","0830","1800","NSW"
"OneCare Home Care Program",NaN,NaN,"TAS"
"Northside Community Service Ltd","0600","1800","ACT"
"Home Instead Senior Care","0500","2030","SA"
"Freedom Aged Care Redland Bay","0500","2030","QLD"
"CarePilot call us on 1300 108 481","0600","2030","NSW"
"Western Sydney Home Care Packages","0830","1800","NSW"
"Australian Unity Home Care Service - Young","0600","2000","NSW"
"Baptcare Home Help Barwon South West - Geelong Office",NaN,NaN,"VIC"
"Diversicare - Brisbane South","0600","2000","QLD"
"BallyCara HomeCare Cabool","0600","1800","QLD"
"Wintringham Community Housing and Support (Hume)","0800","1700","VIC"
"Bethanie Community Care - Midwest","0500","2030","WA"
"Villa Maria Catholic Homes- Community Services - Home Care - Hume",NaN,NaN,"VIC"
"Catholic Healthcare Community Services Hunter (formerly Catholic Community Services)",NaN,NaN,"NSW"
"Forrest Community Services",NaN,NaN,"NSW"
"Urgent Extension Period Arrangement","0800","1830","NSW"
"BCA Home Care Services","0900","1600","QLD"
"St Louis Home Care","0730","2030","SA"
"Calvary Community Care Alice Springs",NaN,NaN,"NT"
"Eldercare Home Care Yorke Peninsula",NaN,NaN,"SA"
"Feros Care Home Care Packages - Brisbane South QLD","0600","2030","QLD"
"Candice Care Inc. VIC","0500","2030","QLD"
"CSS Wide Bay","0830","1630","QLD"
"NSW - KinCare - Hunter Region","0600","2000","NSW"
"Dutiful Daughters",NaN,NaN,"NSW"
"RSL LifeCare at Home - South Coast Qld","0600","2000","NSW"
"Cypress View Lodge","0630","2030","NSW"
"Baldwin Living Spring Gardens","0900","1700","VIC"
"Home Instead Senior Care","0500","2030","VIC"
"Anglicare At Home - Western Sydney and Mountains","0600","2000","NSW"
"1300791660 McLean care Community Services - Tenterfield","0600","1900","NSW"
"Low fees Home Care Package Provider","0800","1830","NSW"
"Samarinda Ashburton Aged Services Inc","0600","2000","VIC"
"Feros Care Home Care Packages - Northern Tasmania","0600","2030","TAS"
"Sapphire Coast Home Services",NaN,NaN,"NSW"
"Enrich Living Services NSW (formerly St Ives HomeCare) - 1300 20 20 03","0600","2030","NSW"
"Whyalla Aged Care Home Support","0600","2000","SA"
"Focal Community Services, Sherwood",NaN,NaN,"QLD"
"Greek PRONIA - Home Care Packages - Southern Region",NaN,NaN,"VIC"
"1800 242 696 - Latrobe Community Health Service - Home Care Packages - Gippsland","0830","1800","VIC"
"annecto - QLD","0900","1700","QLD"
"Murravale Aged Care Facility",NaN,NaN,"NSW"
"Home Care Packages Karingal St Laurence",NaN,NaN,"VIC"
"My Care Solution","0500","2030","SA"
"1800 242 696 - Latrobe Community Health Service - Home Care Packages - Loddon Mallee","0830","1800","VIC"
"Valmar Tumut & Districts Aged Assistance Services","0830","1600","NSW"
"Benetas Home Care North West","0500","2030","VIC"
"Biripi Aged & Community Care - Home Care Packages",NaN,NaN,"NSW"
"Envigor Gold Coast North","0600","2000","QLD"
"Uniting Healthy Living for Seniors Inner West","0700","1900","NSW"
"Helping Hand Country Community",NaN,NaN,"SA"
"Uniting Home Care Illawarra/Shoalhaven","0700","1900","NSW"
"Lifebridge Australia Ltd - CHSP","0600","1800","NSW"
"Catholic Healthcare Community Services Northern Sydney (formerly Catholic Community Services)","0600","1900","NSW"
"Churches Of Christ Care Community Care - Brisbane","0630","2030","QLD"
"Abel Tasman Home Care - WESTERN SYDNEY REGION",NaN,NaN,"NSW"
"annecto - Western Sydney NSW","0900","1700","NSW"
"Blue Care Noosa Community Care",NaN,NaN,"QLD"
"Forrest Community Services",NaN,NaN,"NSW"
"Catholic Healthcare Community Services South East Sydney (formerly Catholic Community Services)","0600","1900","NSW"
"Amana Living Home Care Package Metro East","0700","2000","WA"
"Australian Unity Home Care Service - Bowral","0600","2000","NSW"
"Anglicare At Home - Home Care Packages","0600","2000","NSW"
"Kanandah Residential Accommodation",NaN,NaN,"NSW"
"Country Health Connect - Coober Pedy Home Care Packages",NaN,NaN,"SA"
"Presbyterian Aged Care Hunter Home Care","0600","2030","NSW"
"Richmond Aged Care",NaN,NaN,"QLD"
"Diversicare - Logan River Valley",NaN,NaN,"QLD"
"annecto - South & East VIC",NaN,NaN,"VIC"
"South Eastern Nursing & Home Care Assoc","0830","1630","TAS"
"Toowoomba Qld","0800","1800","QLD"
"Carers ACT Home Care Package","0500","2030","ACT"
"Corryong Health","0800","1830","VIC"
"AQ Toowoomba Multiservice Centre",NaN,NaN,"QLD"
"NSW - KinCare - Central West","0600","2000","NSW"
"NSW - KinCare - Hawkesbury Nepean Region","0600","2000","NSW"
"Churches of Christ Queensland",NaN,NaN,"QLD"
"Home Care Nurses Australia - Brisbane South","0800","1800","QLD"
"Baptistcare Home Services WA - East Metro","0700","2030","WA"
"Envigor Brisbane North West","0600","2000","QLD"
"Southern Cross Care Vic (SCCV) - North West Region",NaN,NaN,"VIC"
