"","id","SERVICE_NAME","STREET_ST_ADDRESS","STREET_SUBURB","STREET_PCODE","STREET_STATE","MAIN_PH_NUM","WEBSITE","sfd","dem","atsi","terminal","veteran","cald","lgbti","ADDRESS","lat","lng"
"2489",2488,"Bupa Ashbury","16 Hardy Street  ","ASHFIELD",2131,"NSW","+610297978222","http://www.bupaagedcare.com.au/aged-care-homes/bupa-ashbury","True","True","True","True","True","True","True","16 Hardy Street ASHFIELD 2131 NSW",-33.9024803,151.1263248
"2490",2489,"Bella Vista Gardens","16 Fairway Drive  ","KELLYVILLE",2155,"NSW","+610296726155","http://bellavistagardens.com.au","False","False","False","False","False","False","False","16 Fairway Drive KELLYVILLE 2155 NSW",-33.7262055,150.9568876
"2491",2490,"Eldercare Allambi","86 OAKLANDS Road  ","GLENGOWRIE",5044,"SA","+610882953733","http://www.eldercare.net.au/aged-care/residential-aged-care/our-facilities/allambi/","True","True","True","True","True","True","False","86 OAKLANDS Road GLENGOWRIE 5044 SA",-34.995876,138.531294
"2492",2491,"Pt Vernon Aged Care","193 Esplanade   ","POINT VERNON",4655,"QLD","+610733609011","http://tricare.com.au/aged-care-locations/point-vernon-aged-care-residence/","False","False","False","False","False","False","False","193 Esplanade POINT VERNON 4655 QLD",-25.268765,152.828657
"2493",2492,"Calvary Haydon Retirement Community","2 Jaeger Circuit  ","BRUCE",2617,"ACT","+610262647400","www.calvarycare.org.au","False","False","False","False","False","False","False","2 Jaeger Circuit BRUCE 2617 ACT",-35.250192,149.087947
"2494",2493,"Country Health Connect - Coober Pedy Multi-Purpose Service","89 Hospital Road  ","COOBER PEDY",5723,"SA","+610886725009","NaN","True","True","True","True","True","True","True","89 Hospital Road COOBER PEDY 5723 SA",-29.0045275,134.7630801
"2495",2494,"Rocky Point Residence","149-157 Rocky Point Road  ","BEVERLEY PARK",2217,"NSW","+6195298547","NaN","False","False","False","False","False","False","False","149-157 Rocky Point Road BEVERLEY PARK 2217 NSW",-33.9796102,151.136276
"2496",2495,"Uniting McKay House Tamworth","1 Tribe Street  ","TAMWORTH",2340,"NSW","+611800864846","https://uniting.org/our-services/services/uniting-aged-care-home/uniting-mckay-house-tamworth","False","False","False","False","False","False","False","1 Tribe Street TAMWORTH 2340 NSW",-31.0758297,150.9172208
"2497",2496,"Fronditha Care Newcastle (Hippocrates)","30 CREBERT Street  ","MAYFIELD EAST",2304,"NSW","+610240164160","http://ww.frondithacare.org","False","False","False","False","False","False","False","30 CREBERT Street MAYFIELD EAST 2304 NSW",-32.8956087,151.749415
"2498",2497,"Regis Port Stephens","40 BAGNALL BEACH Road  ","CORLETTE",2315,"NSW","+611300998100","http://www.regis.com.au/residence/regis-the-gardens/","True","True","False","True","False","False","False","40 BAGNALL BEACH Road CORLETTE 2315 NSW",-32.7293599,152.1148183
"2499",2498,"James Watson Hostel","7 LIME Street  ","EAST PERTH",6004,"WA","+610893235117","http://www.stbarts.org.au","True","False","False","False","False","False","False","7 LIME Street EAST PERTH 6004 WA",-31.9509831,115.8699302
"2500",2499,"Estia Health Epping - The Poplars","64-66 NORFOLK Road  ","EPPING",2121,"NSW","+610298774300","http://www.estiahealth.com.au","False","True","False","True","False","False","False","64-66 NORFOLK Road EPPING 2121 NSW",-33.7648334,151.088014
"2501",2500,"Murravale Aged Care Facility","6-10 HAYDON Street  ","MURRURUNDI",2338,"NSW","+610265466668","www.murravalemurrurundi.com","True","True","False","False","False","False","False","6-10 HAYDON Street MURRURUNDI 2338 NSW",-31.7675768,150.8420031
"2502",2501,"Lorne Nursing Home","7 ALBERT Street  ","LORNE",3232,"VIC","+610352894300","www.lch.org.au","True","True","False","True","False","False","False","7 ALBERT Street LORNE 3232 VIC",-38.5463728,143.9794029
"2503",2502,"Blue Care Kenmore Aged Care Facility","129 Brookfield Road  ","KENMORE HILLS",4069,"QLD","+611800838929","http://www.bluecare.org.au","True","True","True","True","True","True","True","129 Brookfield Road KENMORE HILLS 4069 QLD",-27.5004131,152.9331413
"2504",2503,"Melbourne Hebrew Memorial Nursing Home (Gary Smorgon House) - Jewish Care (VIC)","4-8 Freeman Street  ","CAULFIELD",3162,"VIC","+610392091111","http://www.jewishcare.org.au/residential-aged-care/gary-smorgon-house/","False","False","False","False","False","False","False","4-8 Freeman Street CAULFIELD 3162 VIC",-37.8867248,145.0298103
"2505",2504,"John Paul Village Residential Aged Care Facility","15 The Avenue  ","HEATHCOTE",2233,"NSW","+610285083300","NaN","False","False","False","False","False","False","False","15 The Avenue HEATHCOTE 2233 NSW",-34.080061,151.0131746
"2506",2505,"Kingia/Tandara High Care Facility","5 ALLEN Court  ","BENTLEY",6102,"WA","+6162500250","NaN","True","True","False","True","False","False","False","5 ALLEN Court BENTLEY 6102 WA",-31.9999332,115.8965815
"2507",2506,"Blue Care Gympie Grevillea Gardens Aged Care Facility","23 Ramsay Road  ","GYMPIE",4570,"QLD","+611800838929","http://www.bluecare.org.au","False","False","False","False","False","False","False","23 Ramsay Road GYMPIE 4570 QLD",-26.2036127,152.6503096
"2508",2507,"Heritage Gardens","325-329 CANTERBURY Road  ","BAYSWATER",3153,"VIC","+610408062460","http://www.heritagecare.com.au","False","True","False","False","False","False","False","325-329 CANTERBURY Road BAYSWATER 3153 VIC",-37.8326196,145.2660903
"2509",2508,"LHI Retirement Services Glynde","24 AVENUE Road  ","GLYNDE",5070,"SA","+610883370488","www.lhi.org.au","True","True","False","True","False","False","False","24 AVENUE Road GLYNDE 5070 SA",-34.8963464,138.6482288
"2510",2509,"Uniting AgeWell Tanderra Camberwell Community","141 HIGHFIELD Road  ","CAMBERWELL",3124,"VIC","+610398361565","https://unitingagewell.org","False","False","False","False","False","False","False","141 HIGHFIELD Road CAMBERWELL 3124 VIC",-37.838379,145.083558
"2511",2510,"Kojonup MPS","0 Spring Street  ","KOJONUP",6395,"WA","+610898216200","NaN","False","False","False","False","False","False","False","0 Spring Street KOJONUP 6395 WA",-33.8293319,117.1554067
"2512",2511,"Numurkah Pioneers Memorial Lodge","13 KATAMATITE-NATHALIA Road  ","NUMURKAH",3636,"VIC","+610358620451","http://www.ndhs.org.au","False","False","False","False","False","False","False","13 KATAMATITE-NATHALIA Road NUMURKAH 3636 VIC",-36.0990375,145.4451363
"2513",2512,"Russian Relief Association of St Sergius of Radonezh","1 Gilbert Street  ","CABRAMATTA",2166,"NSW","+610297279844","NaN","True","True","False","True","False","True","False","1 Gilbert Street CABRAMATTA 2166 NSW",-33.8956953,150.9302568
"2514",2513,"Blackwater Hospital Multipurpose Health Service","41 MACKENZIE STREET   ","BLACKWATER",4717,"QLD","+610749801800","NaN","False","False","False","False","False","False","False","41 MACKENZIE STREET BLACKWATER 4717 QLD",-23.5715149,148.8783236
"2515",2514,"Mackellar Care Services - Alkira Campus","35-45 MARQUIS Street  ","GUNNEDAH",2380,"NSW","+610267415400","NaN","True","False","False","False","False","False","False","35-45 MARQUIS Street GUNNEDAH 2380 NSW",-30.9821468,150.2516725
"2516",2515,"Villa Maria Catholic Homes John R Hannah","68 WATTLE Grove  ","MULGRAVE",3170,"VIC","+611300845526","http://www.vmch.com.au","True","True","False","True","False","False","False","68 WATTLE Grove MULGRAVE 3170 VIC",-37.9326013,145.1587105
"2517",2516,"Sunnyside House Inc","1 ADENEY Street  ","CAMPERDOWN",3260,"VIC","+610355931263","NaN","True","False","False","True","True","False","False","1 ADENEY Street CAMPERDOWN 3260 VIC",-38.2374651,143.1534879
"2518",2517,"Touriandi Lodge"," Borah Road  ","BINGARA",2404,"NSW","+610267242199","NaN","False","False","False","True","False","False","False"," Borah Road BINGARA 2404 NSW",-29.8879421,150.590757
"2519",2518,"Opal Killarney Vale","1 Daniel Close  ","KILLARNEY VALE",2261,"NSW","+610243452700","http://www.opalagedcare.com.au","True","True","True","True","False","False","False","1 Daniel Close KILLARNEY VALE 2261 NSW",-33.3650831,151.4652087
"2520",2519,"Labrador Aged Care Residence","71 BRIGHTON Street  ","BIGGERA WATERS",4216,"QLD","+610733609011","http://tricare.com.au/aged-care-locations/labrador-aged-care-residence/","True","True","False","True","True","False","False","71 BRIGHTON Street BIGGERA WATERS 4216 QLD",-27.9328343,153.4051825
"2521",2520,"Uniting Hawkesbury Richmond","23-25 Chapel Street  ","RICHMOND",2753,"NSW","+611800864846","https://uniting.org/our-services/services/uniting-aged-care-home/uniting-hawkesbury-richmond","False","False","False","False","False","False","False","23-25 Chapel Street RICHMOND 2753 NSW",-33.5954809,150.743417
"2522",2521,"Laurina Lodge Hostel","1 ELEANOR Street  ","HEYFIELD",3858,"VIC","+610351397979","NaN","True","True","False","False","False","False","False","1 ELEANOR Street HEYFIELD 3858 VIC",-37.9760306,146.7844543
"2523",2522,"St Raphaels Home For The Aged","2 FRANCISCAN Avenue  ","LOCKLEYS",5032,"SA","+610883536022","NaN","True","True","False","False","False","False","False","2 FRANCISCAN Avenue LOCKLEYS 5032 SA",-34.9237907,138.5267589
"2524",2523,"Ananda Aged Care Findon","2 MALKEN Way  ","FINDON",5023,"SA","+610884459720","www.anandaagedcare.com.au","True","True","True","True","True","True","True","2 MALKEN Way FINDON 5023 SA",-34.9017812,138.5275945
"2525",2524,"Catholic Healthcare St Peters Lane Cove North","3 FELTON Avenue  ","LANE COVE NORTH",2066,"NSW","+611800225474","http://www.catholichealthcare.com.au","False","False","False","False","False","False","False","3 FELTON Avenue LANE COVE NORTH 2066 NSW",-33.8054734,151.1638292
"2526",2525,"ACH Group Milpara Aged Care Facility","147 St Bernards Road  ","ROSTREVOR",5073,"SA","+611300224477","http://www.ach.org.au/homes/residential-care/locations","False","False","False","False","False","False","False","147 St Bernards Road ROSTREVOR 5073 SA",-34.8978624,138.675453
"2527",2526,"Resthaven Westbourne Park","30 SUSSEX Terrace  ","WESTBOURNE PARK",5041,"SA","+610882713300","http://www.resthaven.asn.au/care-homes/resthaven-westbourne-park/","False","False","False","False","False","False","False","30 SUSSEX Terrace WESTBOURNE PARK 5041 SA",-34.9722901,138.5993698
"2528",2527,"Uniting Edina Waverley (low care)","150-160 BRONTE Road  ","WAVERLEY",2024,"NSW","+611800864846","https://uniting.org/our-services/services/uniting-aged-care-home/uniting-edina-waverley","False","False","False","False","False","False","False","150-160 BRONTE Road WAVERLEY 2024 NSW",-33.8968966,151.2519608
"2529",2528,"Crowley Care Services (2718)","154 Cherry Street  ","BALLINA",2478,"NSW","+610266865090","www.crowley.org.au","False","True","False","True","True","True","False","154 Cherry Street BALLINA 2478 NSW",-28.8536895,153.5693841
"2530",2529,"RSL Care Parkinson - Carrington","16 Blairmount Street  ","PARKINSON",4115,"QLD","+610737111100","http://www.rslcare.com.au/carrington","False","False","False","False","False","False","False","16 Blairmount Street PARKINSON 4115 QLD",-27.6278361,153.0237323
"2531",2530,"Baptistcare WA Moonya Nursing Home","59 IPSEN Street  ","MANJIMUP",6258,"WA","+610897718100","http://www.baptistcare.com.au","True","True","True","True","False","False","False","59 IPSEN Street MANJIMUP 6258 WA",-34.2418763,116.136244
"2532",2531,"Catholic Healthcare Holy Spirit Croydon","6 BRIGHTON Street  ","CROYDON",2132,"NSW","+611800225474","http://www.catholichealthcare.com.au/en/residence/holy-spirit-croydon/","False","False","False","False","False","False","False","6 BRIGHTON Street CROYDON 2132 NSW",-33.887487,151.1106931
"2533",2532,"Greenhill Manor","190 Princes Highway  ","FIGTREE",2525,"NSW","+610242395400","NaN","False","True","False","False","True","True","False","190 Princes Highway FIGTREE 2525 NSW",-34.4425012,150.8529847
"2534",2533,"Anglican Care Warnervale Gardens","171 Mataram Road  ","WOONGARRAH",2259,"NSW","+610249580000","http://www.anglicancare.com.au","True","True","True","True","True","True","True","171 Mataram Road WOONGARRAH 2259 NSW",-33.2388473,151.4739752
"2535",2534,"Bupa Rangeville","280 McKenzie Street  ","RANGEVILLE",4350,"QLD","+610746880200","http://www.bupaagedcare.com.au/aged-care-homes/bupa-rangeville","False","False","False","False","False","False","False","280 McKenzie Street RANGEVILLE 4350 QLD",-27.5862049,151.9718086
"2536",2535,"Uniting Mirinjani Weston ACT (low care)","11 NAMATJIRA Drive  ","WESTON",2611,"ACT","+611800864846","https://uniting.org/our-services/services/uniting-aged-care-home/uniting-mirinjani-weston-act","False","False","False","False","False","False","False","11 NAMATJIRA Drive WESTON 2611 ACT",-35.3387882,149.0553494
"2537",2536,"Eva Tilley Memorial Home","1100 BURKE Road  ","BALWYN NORTH",3104,"VIC","+610398599541","www.evatilley.com.au","False","False","False","False","False","False","False","1100 BURKE Road BALWYN NORTH 3104 VIC",-37.796866,145.0634158
"2538",2537,"Jacaranda House Hostel ( Maddocks Gardens)","125 MCKEAN Street  ","BAIRNSDALE",3875,"VIC","+610351503382","NaN","False","False","False","False","False","False","False","125 MCKEAN Street BAIRNSDALE 3875 VIC",-37.8327747,147.6060035
"2539",2538,"Wearne Cottesloe","1 GIBNEY Street  ","COTTESLOE",6011,"WA","+61131151","http://www.bethanie.com.au","True","False","False","True","False","False","False","1 GIBNEY Street COTTESLOE 6011 WA",-32.0093576,115.7529933
"2540",2539,"Wesley Vickery Sylvania","101 Port Hacking Road  ","SYLVANIA",2224,"NSW","+610295222997","http://wesleymission.org.au","True","True","False","False","False","False","False","101 Port Hacking Road SYLVANIA 2224 NSW",-34.0198256,151.105595
"2541",2540,"Lyndoch Living - Residential Care"," Hopkins Road  ","WARRNAMBOOL",3280,"VIC","+610355619375","http://www.lyndochliving.org.au/pages/Aged_Services/Residential_Care","True","True","True","True","False","False","False"," Hopkins Road WARRNAMBOOL 3280 VIC",-38.3945348,142.5072834
"2542",2541,"Allan W Lockwood Special Care Hostel","6 SCHURMANN Street  ","NATIMUK",3409,"VIC","+610353914222","http://www.wwhs.net.au","False","False","False","False","False","False","False","6 SCHURMANN Street NATIMUK 3409 VIC",-36.7452525,141.937601
"2543",2542,"Allawah Lodge Aged Persons Hostel","60 Mirrool Street  ","COOLAMON",2701,"NSW","+610269273477","NaN","False","False","False","False","False","False","False","60 Mirrool Street COOLAMON 2701 NSW",-34.8205339,147.1999471
"2544",2543,"Cooinda House","52 GEORGE Street  ","KIPPA-RING",4021,"QLD","+610738976109","NaN","False","False","False","False","False","False","False","52 GEORGE Street KIPPA-RING 4021 QLD",-27.2299196,153.09667
"2545",2544,"Avonlea Hostel","68-72 MACPHERSON Street  ","NHILL",3418,"VIC","+610353911348","NaN","True","True","False","False","False","False","False","68-72 MACPHERSON Street NHILL 3418 VIC",-36.3352414,141.6560483
"2546",2545,"Mundubbera Multipurpose Health Service","96 Leichhardt Street  ","MUNDUBBERA",4626,"QLD","+610741655200","NaN","False","False","False","False","False","False","False","96 Leichhardt Street MUNDUBBERA 4626 QLD",-25.5881821,151.2938609
"2547",2546,"Catholic Healthcare Coolamon Villa","1-3 AZALEA Street  ","MULLUMBIMBY",2482,"NSW","+611800225474","http://www.catholichealthcare.com.au/en/residence/coolamon-villa/","True","True","False","False","False","False","False","1-3 AZALEA Street MULLUMBIMBY 2482 NSW",-28.558816,153.4905693
"2548",2547,"Murray Mudge Uniting Communities","7 RAYMOND Grove  ","GLENELG",5045,"SA","+610407910476","http://www.unitingcommunities.org/murray-mudge-aged-care","False","False","False","False","False","False","False","7 RAYMOND Grove GLENELG 5045 SA",-34.9824901,138.5145636
"2549",2548,"Skipton Hostel","4 BLAKE Street  ","SKIPTON",3361,"VIC","+610353401100","http://www.bashs.org.au","False","False","False","False","False","False","False","4 BLAKE Street SKIPTON 3361 VIC",-37.6846281,143.3666776
"2550",2549,"Southern Cross Care Taroom - Leichhardt Villa","1 McCorley Street  ","TAROOM",4420,"QLD","+610746286166","www.sccqld.com.au","True","True","False","True","False","False","False","1 McCorley Street TAROOM 4420 QLD",-25.6382936,149.8026459
"2551",2550,"Hailey House Hostel","703 NORMAN Street  ","BALLARAT NORTH",3350,"VIC","+610353203620","http://www.bhs.org.au/aged-care","False","False","False","False","False","False","False","703 NORMAN Street BALLARAT NORTH 3350 VIC",-37.536662,143.8578661
"2552",2551,"Grenfell Multi-Purpose Service"," Cowra Road  ","GRENFELL",2810,"NSW","+610263491700","http://www.wnswlhd.health.nsw.gov.au","False","False","False","False","False","False","False"," Cowra Road GRENFELL 2810 NSW",-33.8952028,148.1698222
"2553",2552,"Eloura","10 TEBBUTT Street  ","QUIRINDI",2343,"NSW","+610267412222","http://www.qrha.asn.au","False","False","False","False","False","False","False","10 TEBBUTT Street QUIRINDI 2343 NSW",-31.5006575,150.6775229
"2554",2553,"Churches of Christ Care Homesteads Aged Care Service","80 Billabirra Crescent  ","NERANG",4211,"QLD","+610755571888","http://careagedcare.com.au/about-us/nursinghomehostel/homesteads/","False","False","False","False","False","False","False","80 Billabirra Crescent NERANG 4211 QLD",-27.9901864,153.3126089
"2555",2554,"Mercy Place Abbotsford","2 CLARKE Street  ","ABBOTSFORD",3067,"VIC","+610394193933","https://goo.gl/fNNdqi","True","True","True","True","True","True","True","2 CLARKE Street ABBOTSFORD 3067 VIC",-37.8021403,145.002236
"2556",2555,"Ozcare Palm Lodge Aged Care Facility","424 Bowen Terrace  ","NEW FARM",4005,"QLD","+611800692273","https://www.ozcare.org.au/aged-care/aged-care-facilities/facilities/palm-lodge-new-farm/","False","False","False","False","False","False","False","424 Bowen Terrace NEW FARM 4005 QLD",-27.4667637,153.0442853
"2557",2556,"Merrimac Park Private Care","50-52 MACADIE Way  ","MERRIMAC",4226,"QLD","+610756181111","www.superiorcare.com.au","False","False","False","False","False","False","False","50-52 MACADIE Way MERRIMAC 4226 QLD",-28.0472469,153.372125
"2558",2557,"Hunter New England LHD - Werris Creek Multi-Purpose Service","22-34 NORTH Street  ","WERRIS CREEK",2341,"NSW","+610267686600","http://www.hnehealth.nsw.gov.au/","False","False","False","False","False","False","False","22-34 NORTH Street WERRIS CREEK 2341 NSW",-31.3464856,150.6525186
"2559",2558,"Orana H","24 MacDiarmid Street  ","KINGAROY",4610,"QLD","+610741626555","http://www.lutheranservices.org.au/aged-care/our-locations/orana-at-kingaroy/","False","False","False","False","False","False","False","24 MacDiarmid Street KINGAROY 4610 QLD",-26.5317974,151.8445797
"2560",2559,"Mermaid Beach Aged Care Residence","2424 Gold Coast Highway  ","MERMAID BEACH",4218,"QLD","+610733609011","http://tricare.com.au/aged-care-locations/mermaid-beach-aged-care-residence/","False","False","False","False","False","False","False","2424 Gold Coast Highway MERMAID BEACH 4218 QLD",-28.0471492,153.4347609
"2561",2560,"Caroline Chisholm Nursing Home","274 Burns Bay Road  ","LANE COVE",2066,"NSW","+610294282466","http://www.hallprior.com.au/caroline-chisholm","False","False","False","False","False","False","False","274 Burns Bay Road LANE COVE 2066 NSW",-33.8190406,151.1515619
"2562",2561,"Carinity Fairfield Grange","27-33 Kokoda Street  ","IDALIA",4811,"QLD","+610735503783","http://fairfieldgrange.org.au","True","True","False","True","False","False","False","27-33 Kokoda Street IDALIA 4811 QLD",-19.3071915,146.8084813
"2563",2562,"Parkview Aged Care RACS 6123","7-12 MAJORS Road  ","MOONTA",5558,"SA","+610888250000","http://www.mhaacs.com","True","True","False","False","False","False","False","7-12 MAJORS Road MOONTA 5558 SA",-34.0615519,137.5899144
"2564",2563,"Governor Phillip Manor","64 GLEBE Place  ","PENRITH",2750,"NSW","+610247249313","http://www.rsllifecare.org.au","False","False","False","False","False","False","False","64 GLEBE Place PENRITH 2750 NSW",-33.7511892,150.7100389
"2565",2564,"Kununoppin MPS","2 Leake Street  ","KUNUNOPPIN",6488,"WA","+610890813200","NaN","False","False","False","False","False","False","False","2 Leake Street KUNUNOPPIN 6488 WA",-31.1092429,117.9220449
"2566",2565,"Country Health Connect - Nalya Lodge Hostel","11 Hill Street  ","PETERBOROUGH",5422,"SA","+610886510400","NaN","True","True","True","True","False","False","False","11 Hill Street PETERBOROUGH 5422 SA",-32.978388,138.8417999
"2567",2566,"RFBI West Wyalong Masonic Village","64 UNGARIE Road  ","WEST WYALONG",2671,"NSW","+610269724888","http://www.rfbi.com.au","False","False","False","False","False","False","False","64 UNGARIE Road WEST WYALONG 2671 NSW",-33.9165517,147.1980333
"2568",2567,"Olive Grove Aged Gare","67 PORTER Street  ","SALISBURY",5108,"SA","+610882582008","NaN","False","False","False","False","False","False","False","67 PORTER Street SALISBURY 5108 SA",-34.7581384,138.6553868
"2569",2568,"The Shores","5-6 Kathleen Street  ","WOY WOY",2256,"NSW","+610243799503","http://bluewaveliving.org.au","False","False","False","False","False","False","False","5-6 Kathleen Street WOY WOY 2256 NSW",-33.4971311,151.3221602
"2570",2569,"Koo Wee Rup Regional Health Service Westernport Nursing Home-"," Rossiter Road  ","KOO WEE RUP",3981,"VIC","+610359979700","NaN","False","False","False","False","False","False","False"," Rossiter Road KOO WEE RUP 3981 VIC",-38.2024009,145.4832219
"2571",2570,"Estia Health Daw Park","7 LANCELOT Drive  ","DAW PARK",5041,"SA","+610883972100","http://www.estiahealth.com.au","True","True","True","True","False","False","False","7 LANCELOT Drive DAW PARK 5041 SA",-34.9912312,138.5854411
"2572",2571,"Vacenti - Esida","79 FOXGLOVE Street  ","MOUNT GRAVATT EAST",4122,"QLD","+6134229500","http://www.vacenti.com.au","True","True","False","False","False","False","False","79 FOXGLOVE Street MOUNT GRAVATT EAST 4122 QLD",-27.5285945,153.0904705
"2573",2572,"Catholic Healthcare Maranatha Lodge","56 CALTON Road  ","BATEHAVEN",2536,"NSW","+611800225474","http://www.catholichealthcare.com.au","True","True","False","True","False","False","False","56 CALTON Road BATEHAVEN 2536 NSW",-35.7393258,150.2028892
"2574",2573,"Doutta Galla Lynch's Bridge Aged Care Facility","44 MARKET Street  ","KENSINGTON",3031,"VIC","+610411835337","http://ww.dgas.org.au","True","True","False","False","False","False","False","44 MARKET Street KENSINGTON 3031 VIC",-37.7898826,144.926736
"2575",2574,"Eldercare Oxford","35 HULBERT Street  ","HOVE",5048,"SA","+610882987300","http://www.eldercare.net.au/aged-care/residential-aged-care/our-facilities/oxford/","False","False","False","False","False","False","False","35 HULBERT Street HOVE 5048 SA",-35.0099079,138.516351
"2576",2575,"Opal Denhams Beach","269 Beach Road  ","DENHAMS BEACH",2536,"NSW","+610244123400","http://www.opalagedcare.com.au","True","True","False","True","False","False","False","269 Beach Road DENHAMS BEACH 2536 NSW",-35.7540379,150.2099506
"2577",2576,"Carinity Colthup Manor","39 Thorn Street  ","IPSWICH",4305,"QLD","+610735503783","https://www.carinity.org.au","False","False","False","False","False","False","False","39 Thorn Street IPSWICH 4305 QLD",-27.6178714,152.7637761
"2578",2577,"Anglican Care Kilpatrick Court","152 Brighton Avenue  ","TORONTO",2283,"NSW","+610249580000","http://www.anglicancare.com.au","True","True","True","True","True","True","True","152 Brighton Avenue TORONTO 2283 NSW",-33.0148344,151.5926538
"2579",2578,"St Pauls Lutheran Hostel","7 BRAUN Drive  ","HAHNDORF",5245,"SA","+610883988600","http://www.st-pauls.org.au","True","True","False","True","False","False","False","7 BRAUN Drive HAHNDORF 5245 SA",-35.0325823,138.8142451
"2580",2579,"HarbisonCare Moss Vale","36 YARRAWA Road  ","MOSS VALE",2577,"NSW","+610248686200","www.harbisoncare.org.au","True","True","False","True","False","False","False","36 YARRAWA Road MOSS VALE 2577 NSW",-34.5628399,150.3679363
"2581",2580,"Kurrajong & District Community Nursing Home","129 OLD BELLS LINE OF ROAD   ","KURRAJONG",2758,"NSW","+610245731701","NaN","False","False","False","False","False","False","False","129 OLD BELLS LINE OF ROAD KURRAJONG 2758 NSW",-33.55391,150.6630012
"2582",2581,"St Josephs Aged Care Facility Kensington","2 KENSINGTON Road  ","KENSINGTON",2033,"NSW","+610296634077","NaN","False","False","False","False","False","False","False","2 KENSINGTON Road KENSINGTON 2033 NSW",-33.9132914,151.2203935
"2583",2582,"Churches of Christ Care Warrawee Aged Care Service","276-296 ALFRED Street  ","ST GEORGE",4487,"QLD","+610746202000","http://careagedcare.com.au/about-us/nursinghomehostel/warrawee/","False","False","False","False","False","False","False","276-296 ALFRED Street ST GEORGE 4487 QLD",-28.051317,148.5688575
"2584",2583,"Opal South Valley","209 South Valley Road  ","HIGHTON",3216,"VIC","+610352230900","http://www.opalagedcare.com.au","False","False","False","False","False","False","False","209 South Valley Road HIGHTON 3216 VIC",-38.193909,144.316606
"2585",2584,"Anchorage Aged Care","340 ANCHORAGE Drive  North","MINDARIE",6030,"WA","+61(08)94001000","http://www.aegiscare.com.au/locations/aegis-anchorage/","True","True","False","False","False","False","False","340 ANCHORAGE Drive NorthMINDARIE 6030 WA",-31.6776515,115.7093837
"2586",2585,"Catholic Healthcare Villa Maria Centre - Fortitude Valley","171 St Pauls Terrace  ","FORTITUDE VALLEY",4006,"QLD","+611800225474","http://www.catholichealthcare.com.au","True","False","False","False","False","False","False","171 St Pauls Terrace FORTITUDE VALLEY 4006 QLD",-27.4587503,153.029613
"2587",2586,"Napier Street Aged Care Services","179-197 NAPIER Street  ","SOUTH MELBOURNE",3205,"VIC","+610396969229","NaN","True","True","False","True","False","False","False","179-197 NAPIER Street SOUTH MELBOURNE 3205 VIC",-37.8369001,144.9612561
"2588",2587,"Bupa Ashfield","126-128 Frederick Street  ","ASHFIELD",2131,"NSW","+610297978422","http://www.bupaagedcare.com.au/aged-care-homes/bupa-ashfield","True","True","True","True","True","True","True","126-128 Frederick Street ASHFIELD 2131 NSW",-33.8789493,151.1244819
"2589",2588,"Bupa Bateau Bay","17 Bias Avenue  ","BATEAU BAY",2261,"NSW","+610243328366","http://www.bupaagedcare.com.au/aged-care-homes/bupa-Bateau-Bay","False","True","False","True","False","False","False","17 Bias Avenue BATEAU BAY 2261 NSW",-33.3792368,151.4787086
"2590",2589,"Southern Cross MPS","103 Coolgardie Road  ","SOUTHERN CROSS",6426,"WA","+610890812222","NaN","False","False","False","False","False","False","False","103 Coolgardie Road SOUTHERN CROSS 6426 WA",-31.2285187,119.3391766
"2591",2590,"Fairlea Aged Care @ Penshurst","11 Hawk Street  ","PENSHURST",2222,"NSW","+610295708912","NaN","False","False","False","False","False","False","False","11 Hawk Street PENSHURST 2222 NSW",-33.9599829,151.0786274
"2592",2591,"Hunter New England LHD - Walcha Multi-Purpose Service","11 MIDDLE Street  ","WALCHA",2354,"NSW","+610267774200","http://www.hnehealth.nsw.gov.au","False","False","False","False","False","False","False","11 MIDDLE Street WALCHA 2354 NSW",-30.9846411,151.5974666
"2593",2592,"mecwacare Vincent House","125-135 KENNY Street  ","WESTMEADOWS",3049,"VIC","+610385734812","http://www.mecwacare.org.au","False","False","False","False","False","False","False","125-135 KENNY Street WESTMEADOWS 3049 VIC",-37.674589,144.8890967
"2594",2593,"UPA Woodlands Lodge","100 Lake Road  ","WALLSEND",2287,"NSW","+610249513700","http://http://www.upa.org.au/locations/hunter/","False","False","False","False","False","False","False","100 Lake Road WALLSEND 2287 NSW",-32.912043,151.6597284
"2595",2594,"Southhaven Aged Care","11 Queensbury Road  ","PADSTOW HEIGHTS",2211,"NSW","+611800246637","http://www.chomes.com.au","True","True","False","False","False","False","False","11 Queensbury Road PADSTOW HEIGHTS 2211 NSW",-33.9668053,151.0414789
"2596",2595,"Snowy River Hostel","1 Jindalee Street  ","BERRIDALE",2628,"NSW","+610264563039","https://www.snowymonaro.nsw.gov.au","False","False","False","False","False","False","False","1 Jindalee Street BERRIDALE 2628 NSW",-36.3642204,148.8237934
"2597",2596,"Corryong Health"," Kiell Street  ","CORRYONG",3707,"VIC","+610260763200","http://www.corryonghealth.org.au","False","False","False","False","False","False","False"," Kiell Street CORRYONG 3707 VIC",-36.1977161,147.9028833
"2598",2597,"Bolga Court Hostel","1 Lakeside Drive  ","TALLANGATTA",3700,"VIC","+610260715200","http://www.tallangattahealthservice.com.au","False","False","False","False","False","False","False","1 Lakeside Drive TALLANGATTA 3700 VIC",-36.2127019,147.1831976
