"id","OUTLET_NAME","address","STREET_STATE","STREET_PCODE","STREET_SUBURB","OPEN_HOUR","CLOSE_HOUR","WEEKENDS","EVENINGS","dementia","reable","respite","terminal","mental_health","WEBSITE","MAIN_EMAIL","MAIN_PHONE","PUB_HOLIDAYS","DESCRIPTION","RELIGION"
3640,"Merri Health Home Care Packages In Good Hands","5D Cromwell Street, GLENROY, 3046, VIC","VIC",3046,"GLENROY","09:00","17:00","TRUE","TRUE","dementia","reablement","respite","FALSE","mental","","service.access@merrihealth.org.au","+610393889933","TRUE","Home Care Packages provided through Merri Health  support people over 65, people with dementia, and people with disabilities to live in their homes and communities, for as long as possible. 

We help you achieve your personal goals – whatever they may be. After a face-to-face assessment, we work with you to create a care plan that puts in place services to help you stay healthy and independent.  We can assist you with navigating the aged care system

We also offer many other opportunities to assist you to stay well and connected with your community. You can get involved in ways that suit you, through our activities such as social outings, morning teas, group projects, exercise programs and more.

We’ve been a local, trusted provider of aged and wellness services for over 40 years. As part of Merri Health, we can also easily connect you with our network’s range of health services, or with many other services in your community.",""
3641,"Anthem Hornsby","228-234 PACIFIC Highway, HORNSBY, 2077, NSW","NSW",2077,"HORNSBY",NaN,NaN,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","https://www.anthemcare.com.au","info@anthemcare.com.au","+6148628500","TRUE","Anthem at Home in Hornsby  will start business September 2017.

Our new facility will be built in 2018 with Aged Care & Assisted Living 

Please see our website: wwwanthemcare.com.au",""
3647,"Ampilatwatja","Ampilatwatja Community, AMPILATWATJA, 872, NT","NT",872,"AMPILATWATJA",NaN,NaN,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","","ruby.koolmatrie@barkly.nt.gov.au","+610889569229","TRUE","",""
3648,"Southern Cross Home Care North ","196-244 Low Head Road, LOW HEAD, 7253, TAS","TAS",7253,"LOW HEAD","07:00","19:00","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","","communitycaresn.admin@scctas.org.au","+610363824907","TRUE","","Catholic"
3649,"Laramba Aged and Disability Services","75 Ayerrer Street, LARAMBA COMMUNITY, 872, NT","NT",872,"LARAMBA COMMUNITY",NaN,NaN,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","http://centraldesert.nt.gov.au/","agedcare.alicesprings@centraldesert.nt.gov.au","+610889589500","TRUE","",""
3650,"Tend Care Pty Ltd","44 Lakeview Drive, SCORESBY, 3179, VIC","VIC",3179,"SCORESBY","06:00","20:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","https://tend.care","mnous@tendaustralia.com","+611800836322","TRUE","No Exit, administration or coordination fees. Holistic compassionate services delivered by carefully vetted and selected care workers. In addition, Tend offers innovative technology  through the Tend smart phone application, that promotes connectedness with family. Our tailored service options include case management, personal care, community access and transport, domestic cleaning and assistance such as shopping, pet care, companion care, holiday planning and support (local, regional, interstate and overseas).",""
3655,"Community Options Inc","Level 2, 1 Franklin Street, GRIFFITH, 2603, ACT","ACT",2603,"GRIFFITH",NaN,NaN,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","http://www.communityoptions.com.au","admin@communityoptions.com.au","+610262958800","TRUE","",""
3662,"Wagga Wagga Meals on Wheels","1 RURAL Place, WAGGA WAGGA, 2650, NSW","NSW",2650,"WAGGA WAGGA",NaN,NaN,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","waggamealsonwheels.com","waggamow@bigpond.com","+610269212205","TRUE","",""
3676,"HCA Home No hidden costs","312 Street Kilda Road, MELBOURNE, 3004, VIC","VIC",3004,"MELBOURNE","06:00","20:30","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://www.hcahome.com.au","aged@hcahome.com.au","+611300422111","TRUE","At HCA Home we are about making your everyday better. By having a flat 25%* management fee (includes administration and case management fees), you will have more left in your budget for care & services, including: 
•	Home help - domestic assistance, medication support, meals 
•	Nursing Care & Specialist Care - nursing services, dementia care, continence support, palliative care
•	Family & respite – in home & overnight respite, pet care
•	Out & about – social outgoings & groups, transport, shopping & appointments  
HCA Home is a part of Healthcare Australia, leaders in healthcare. With over 45 years’ experience in providing qualified nurses, allied health and support workers.    
HCA Home’s service guarantee is to be easy, flexible and reliable. Private fee-paying services are available as top up to your package or while you await your package to become available.
Call us we are happy to talk and share what we know about aged care  
We can deliver packages across Australia",""
3679,"Western District Health Service Home Care Packages","14 TYERS Street, HAMILTON, 3300, VIC","VIC",3300,"HAMILTON",NaN,NaN,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","http://www.wdhs.net","homecarepackages@wdhs.net","+610355518189","TRUE","",""
3680,"Country Health Connect Southern Fleurieu Community Health Service","1 Harbour View Terrace, VICTOR HARBOUR, 5211, SA","SA",5211,"VICTOR HARBOUR","08:30","17:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","https://www.countryhealthconnect.sa.gov.au","health.chsasfhsreferrals@health.sa.gov.au","+610885520600","TRUE","Country Health Connect know how important staying at home is for us all and we are able to structure support services around you or your loved one to make this possible. Whether you are recovering from an operation and need short term support or simply need some help to get out and about and stay connected to your community, Country Health Connect can help. 

We offer basic level support through our Home Support Program, and more complex care in the home though our Home Care Package program. We can tailor our service to meet your needs.  

Our professional and well-trained staff will work with you to find solutions to keep you well and independent at home.  You won’t have to worry about coordinating or booking different services – simply talk to us and we will do the rest.",""
3683,"ECH Home Services West ","358-364 FINDON Road, KIDMAN PARK, 5025, SA","SA",5025,"KIDMAN PARK","05:00","20:30","TRUE","TRUE","dementia","reablement","respite","FALSE","FALSE","http://www.ech.asn.au","ask@ech.asn.au","+611300275324","TRUE","Proudly established as a South Australian not-for-profit in 1964, ECH has worked hard to establish a reputation as a highly trusted provider of aged care services, and today is one of the largest providers of wellness, at-home and respite services, as well as retirement accommodation in the state.

ECH stands for ‘Enabling Confidence at Home’.  

By choosing ECH you are choosing an experienced aged care provider fully committed to enabling you to remain living confidently in your own home as you age through access to our innovative and integrated range of services. 

Unlike most other providers, ECH does not own or operate any residential nursing homes – evidence of our commitment to focusing on helping people to remain independently in their own homes.

Thank you for considering ECH as your Home Care Package provider.",""
3688,"CIMAS Nursing Service","18 England Street, EAST IPSWICH, 4305, QLD","QLD",4305,"EAST IPSWICH","07:00","20:30","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://www.cimas.net.au","llewis@cimas.net.au","+6138127283","TRUE","Cimas Nursing Service exists to improve the quality of life for older persons living in Ipswich and surrounding districts.  We aim to achieve this by working to understand what you want and how you want to do it and by acknowledging that you are not the same as everybody else.  We have 25 years of experience in working with clients, their families and other health professionals in the Ipswich and West Moreton region to maximise wellbeing even when your health limits what you can do.",""
3689,"Zion Gympie","8 OCONNELL Street, GYMPIE, 4570, QLD","QLD",4570,"GYMPIE","06:00","20:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://lccqld.org.au","yvonne.oliver@lccqld.org.au","+610754828349","TRUE","We can work with you to understand what is most important to you and provide flexible, responsive and respectful Home Care support to help you live independently at home. 

Our goal is to help you feel happy, connected, comfortable and safe at home. We understand that each person is different and we can work with you to meet your individual needs and preferences. 

Our Home Support team can provide and help you to access a diverse range of services, including:

• Support services

    o Personal assistance  - showering/bathing, dressing, mobility, meal preparation and eating, checking hearing aid batteries.

    o Help around the house - assistance with laundry, house cleaning, gardening, basic home maintenance, advice on home modifications.

   o Community activities -  transport and assistance with shopping, medical appointments or attend social and leisure activities.

• Care services - nursing, allied health and other therapies.

• Equipment - mobility aids e.g. wheelie walkers",""
3692,"KNC St Ives","Mona Vale Road, Street IVES, 2075, NSW","NSW",2075,"ST IVES","08:30","17:00","TRUE","TRUE","FALSE","reablement","FALSE","FALSE","FALSE","http://www.knc.org.au","info@knc.org.au","+610299884966","TRUE","KNC Home Care services offers a flexible and cost effective service program specific to your needs.",""
3693,"Elderly Australian Chinese Homes CoOp","35A MURRAY Street, CROYDON, 2132, NSW","NSW",2132,"CROYDON",NaN,NaN,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","","zoeleung@each.org.au","+610414447381","TRUE","",""
3695,"Excelcare Australia Rockhampton","153 Fitzroy Street, ROCKHAMPTON, 4700, QLD","QLD",4700,"ROCKHAMPTON",NaN,NaN,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","http://www.excelcare.com.au","intake@excelcare.com.au","+611300952273","TRUE","",""
3697,"Goodwin Home Care Packages Southern Highlands","138 MONARO Street, QUEANBEYAN, 2620, NSW","NSW",2620,"QUEANBEYAN",NaN,NaN,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","http://www.goodwin.org.au","community@goodwin.org.au","+610261755650","TRUE","Choose a quality lifestyle staying in the home you love. This brochure details what home care can do for you, and three simple steps to choosing your care.",""
3699,"Star Community Services LTD","Level 1, 152 Shore Street, CLEVELAND, 4163, QLD","QLD",4163,"CLEVELAND","06:30","20:30","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","http://www.starcommunityservices.org.au","referrals@starct.org.au","+610738216699","TRUE","STAR Home Care Packages are designed to assist you to stay at home longer. With STAR Home Care Packages you can live independently in your own home, enjoy the choice and flexibility on how you receive your care and support. 

We offer short and long-term support for older people who want to stay living at home. It is essentially a package of care services, tailored to an individual’s needs.",""
3701,"Freedom Aged Care Rochedale","24-30 Sunningdale Avenue, ROCHEDALE SOUTH, 4123, QLD","QLD",4123,"ROCHEDALE SOUTH","05:00","20:30","TRUE","TRUE","dementia","reablement","FALSE","terminal","FALSE","","fhcs@aveo.com.au","+610459896855","TRUE","Nursing Services

Medication Management

Pain Management 

Skin Management

Wound Management

Palliative Care

Personal care

Continence Support

Mobility & Falls Risk

Diet & Nutritional Support

Sleep Support

Behavioural Management

Domestic Support

Chronic Disease Management",""
3704,"Ikuntji Home Care","Haasts Bluff Community, HACKETT, 2602, ACT","ACT",2602,"HACKETT",NaN,NaN,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","www.macdonnell.nt.gov.au","homecare@macdonnell.nt.gov.au","+610889589600","TRUE","Located 250kms N/W of Alice Springs, Ikuntji Home Care Service hosts five Level 2 Home Care Packages, Home Support and NT Disability Support services. 

Open 8am - 4pm, Mon - Fri

Services include: lunch, breakfast, transport, advocacy, domestic and social support, and some 'bush trips'. Other services can be negotiated with the Manager. Medication administration and other nursing-level services are not available.",""
3712,"Acacia Living Group South East Home Care","82 OAKMONT Avenue, MEADOW SPRINGS, 6210, WA","WA",6210,"MEADOW SPRINGS","07:00","20:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://www.acacialiving.com.au","southeasthomecare@acacialiving.com.au","+610895350230","TRUE","Acacia Living Group provides services under the Home Care Packages Program (Levels 1 – 4).



Acacia Living Group provides a number of standard services which are individualised to each client’s needs, however, you can choose from a much wider variety of services that can be tailored around your needs and to fit within your individualised budget.



The following is just an example of the services we can provide to you:

•	domestic assistance including cleaning, gardening & meal preparation;

•	shopping and transport to assist with bill paying

•	assistive technology and mobility aids for walking, seating and positioning;

•	social support, both in home and outings;

•	home maintenance;

•	exercise plans developed by physiotherapists;

•	medication administration and wound care;

•	dementia support

•	personal care including dressing, showering and personal hygiene;

•	dementia support

•	wound care

•	professional clinical care under the guidance of a Registered Nurse.",""
3720,"Staffing OptionS for Community Services North Coast","71 SUGAR Road, MAROOCHYDORE, 4558, QLD","QLD",4558,"MAROOCHYDORE","05:00","20:30","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","http://staffingoptions.com","agedcare@staffingoptions.com.au","+610732541000","TRUE","Staffing OptionS respects the vision of people requiring support to live lifestyles that are valued and meaningful. We assist you to choose both the level of support you desire & how you receive that support. You can choose the staff you wish or we can provide staff for you. You can direct us to manage all support services or you can choose to do more of this yourself. It’s your choice!



Services include:

Personal care; 

Domestic assistance;

Shopping & appointment support;

Community participation;

In-home support; 

Live-in 24/7 support; 

Day & o/night respite (in & out of home). 



We can organize other services (such as allied health/nursing) for you from our preferred providers.



We provide services 24 hours per day 7 days per week & can provide staff at short notice. Costs for our services range from $35.80 to $41 per hour from 6am - 8pm. Outside of these hours penalty rates may apply.



Please call us to discuss your needs.",""
3723,"EACH Macleay Valley","10 SHORT Street, PORT MACQUARIE, 2444, NSW","NSW",2444,"PORT MACQUARIE","06:00","20:30","TRUE","TRUE","dementia","reablement","FALSE","FALSE","mental","http://www.each.com.au","toni.haywood@each.com.au","+610265887300","TRUE","We’re EACH. We provide a range of services promoting care and healthy living for older Australians. We’re about much more than care though. We strive to maintain each person’s lifestyle and independence and we do that by listening and providing choice and flexibility. 



EACH Home Care Packages are an individually planned and coordinated suite of supports and services designed to assist older individuals to live comfortably in their home. 

We design your package based around your unique care needs. 



The types of services that may be provided as part of a package include:

•	Case Management Support;

•	Advocacy; 

•	Basic garden and home maintenance; 

•	Assistance with personal care; 

•	Nursing care, including medication management; 

•	Home cleaning; 

•	Meal preparation/support; 

•	Transport to appointments and social support; 

•	Exploring respite options.



Find out how we can help you or your loved one.



Call 1300 003 224 or visit each.com.au.",""
3726,"Wynyard Care Centre","Quiggin Street, WYNYARD, 7325, TAS","TAS",7325,"WYNYARD","06:00","18:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://www.synovumcare.com.au","wynyard@synovumcare.com.au","+610364421760","TRUE","Living well at home.  Wynyard Care Centre provides a range of flexible, personalised support services enabling you to stay in your own home for as long as possible.  Our services include: 

•	Personal Care

•	Nursing Care

•	Physiotherapy

•	Transport - medical & social

•	Domestic Care

•	Companionship

•	Pet Care



Why chose Wynyard Care Centre?

Our Care Companions and Registered Nurses are qualified and experienced in the delivery of home care and do their work with a genuine concern for your health and well-being.",""
3728,"Australian Unity Home Care Service Hay","398 Moore Street, HAY, 2711, NSW","NSW",2711,"HAY","06:00","20:00","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","http://australianunity.com.au/home-services/","customercare@australianunity.com.au","+611300160170","TRUE","Australian Unity is an experienced provider of home care services. We’re a mutual company, owned by members, rather than shareholders, that has been proudly supporting the wellbeing of Australians for more than 176 years.

In New South Wales, many of our experienced team members come from the Home Care Service of NSW – a provider of home care services for more than 70 years, that was acquired by Australian Unity in 2015. 

You can rest assured that our friendly and reliable team will take the time to get to know you, so we can create a support tailored to you. 

Depending on your needs, services we can offer you include personal care, shopping, cleaning and gardening, as well as allied health care services, such nursing, physiotherapy and podiatry. If there’s something that we can’t provide ourselves, we’ll do our best to find it for you.",""
3730,"Wesley Mission Queensland Pine Rivers","930 Gympie Road, CHERMSIDE, 4032, QLD","QLD",4032,"CHERMSIDE","06:00","20:30","TRUE","TRUE","dementia","reablement","respite","terminal","mental","https://www.wmq.org.au/services/care-in-your-home-and-community","contactus@wmq.org.au","+611800448448","TRUE","We understand how important being independent is. That’s why Wesley Mission Queensland Community Care services are committed to providing professional, caring support for older people living at home to help them remain independent as long as possible.

Our compassionate and professional staff can help you.",""
3733,"Mallacoota District Health and Support Service Inc ","Mattsson Street, MALLACOOTA, 3892, VIC","VIC",3892,"MALLACOOTA","08:00","18:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","","anne.mwagiru@mdhss.org.au","+610351580243","TRUE","",""
3736,"Home Instead Senior Care Newcastle","19-21 BROKEN BAY Road, ETTALONG BEACH, 2257, NSW","NSW",2257,"ETTALONG BEACH","05:00","20:30","TRUE","TRUE","dementia","reablement","respite","terminal","FALSE","http://newcastle.homeinstead.com.au/","gosford@hiscgosford.com.au","+610243423477","TRUE","Home Instead CAREGivers are available up to 24 hours a day and if you have urgent care needs, you can contact us 24 hours a day, 7 days a week.



You will be personally matched with CAREGivers who are consistent, compatible with you and responsive to your individual needs and preferences.



Each CAREGiver is fully insured,completes a three-phase interview process including six reference checks and a national criminal background check.



All CAREGivers undertake our unique, comprehensive in-house training program which leads to a Certificate lll in Individual Support.



Importantly, Home Instead CAREGivers are caring, compassionate, reliable, passionate, and professional.



With Home Instead, you will receive a complete, tailor-made, package of high quality, highly personalised services; around the clock support as required and ultimate choice, flexibility and control over your Home Care Package.



At Home Instead Senior Care it’s your home, your care, your way!","Anglican, Baptist, Buddhism, Catholic, Churches of Christ, Eastern Orthodox, Hinduism, Islam, Jehovah's Witnesses, Judaism, Latter-day Saints, Lutheran, Oriental Orthodox, Other Christian, Other Protestant, Pentecostal, Presbyterian and Reformed, Salvation Army, Seventh-day Adventist, Uniting Church"
3740,"Bethanie Community Care South West","86 BLAIR Street, BUNBURY, 6230, WA","WA",6230,"BUNBURY","05:00","20:30","TRUE","TRUE","dementia","reablement","respite","terminal","FALSE","http://www.bethanie.com.au","info@bethanie.com.au","+61131151","TRUE","Bethanie have packages in the South West. Our staff work with clients and carers to tailor packages to suit the needs of each individual. Services can include Nursing & Personal Care with clinical care, help with showering and bathing, dressing, mobility, and meal preparation. Domestic Services can help with washing and ironing, house cleaning, gardening, basic home maintenance, and transport for shopping, appointments or social activities. Therapy services including Physiotherapy (exercise, mobility, strength and balance), Occupational Therapy (cognition and memory, equipment needs and helping clients remain functionally independent) and Podiatry are available. Bethanie works with clients to increase social interaction and pursuit of their interests through individual or group activities. Respite services are also available to assist carers with caring for themselves. Bethanie employ a Dementia Consultant to provide specialised support and assistance for those requiring this service.",""
3745,"Community First HCP Albany","63 SERPENTINE Road, ALBANY, 6330, WA","WA",6330,"ALBANY","08:00","19:00","TRUE","TRUE","dementia","reablement","respite","FALSE","mental","","laurae@cfi.net.au","+610898926612","TRUE","For over 30 years Community First has been successfully providing support for people across the aged care, mental health, disability and employment sectors to help them ‘live life better’. We respect, what is important for you to feel content with your life and can offer you as much or as little assistance as you require. Our teams will work with you to support you and your family to make the right choices that will enable you to continue to enjoy living in your own home. We have a range of environmentally friendly services that you can choose from, including support around your home, meal preparation, cleaning, shopping, personal care and support to facilitate your engagement in the local community. To find out more about our services please contact us on (08) 9892 6666 or email hcp@cfi.net.au",""
3749,"Suncare Community Services Hervey Bay","10 LIUZZI Street, PIALBA, 4655, QLD","QLD",4655,"PIALBA","06:00","20:00","TRUE","TRUE","dementia","reablement","respite","FALSE","mental","http://www.suncare.org.au","info@suncare.org.au","+611800786227","TRUE","Throughout the forty years of helping people in their homes, Suncare have learnt how important it is for you to live independently in your own home.  

We believe in keeping your connection to family and friends, neighbours and your community, in your familiar surroundings. We spend time getting to know you and your precise needs, so we can to tailor your care package to suit you. 



Whatever help you want, your care plan can be tailored the way you choose to live.",""
3750,"Mackay Yamadi Lera Yumi Meta Assoc Inc","46 Macalister Street, MACKAY, 4740, QLD","QLD",4740,"MACKAY",NaN,NaN,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","","coordinator@yamadi.org.au","+610749578121","TRUE","Culturally appropriate service. Target group Aboriginal, Torres Strait Islander & Australian South Sea Islander community members.",""
3754,"Newlake Health Services","11 GLENWOOD Drive, THORNTON, 2322, NSW","NSW",2322,"THORNTON","05:00","20:30","TRUE","TRUE","dementia","reablement","respite","terminal","FALSE","http://www.subee.com.au","kbakewell@subee.com.au","+610249668399","TRUE","The Home Nursing Service services provided includes;



. RN Services

•wound care

•assistance with medications

•health education;

•personal care;

•palliative care;

•stoma maintenance  e.g. catheterisation;

•injections – as prescribed by Physician;

•diabetes information;

•monitoring blood pressure;

•assistance with rehabilitation/physiotherapy;

•Dementia/Alzheimer’s care

•incontinence management

•supplier of equipment to support home oxygen therapy and sleep disorders as an agent of Air Liquide Healthcare

•mobile foot care

•Hiring of medical aids and appliances.

Transportation

The Respite in Home Service services provided include:

•assistance  with daily activities

•Ancillary services such as shopping, light domestic duties and assistance with meal

Afterhours emergency contact support",""
3756,"Acacia Living Group South West Home Care","2 WATTLE Street, BUNBURY, 6230, WA","WA",6230,"BUNBURY","07:00","20:00","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://www.acacialiving.com.au","southwesthomecare@acacialiving.com.au","+610897917543","TRUE","Acacia Living Group provides services under the Home Care Packages Program (Levels 1 – 4).



Acacia Living Group provides a number of standard services which are individualised to each client’s needs, however, you can choose from a much wider variety of services that can be tailored around your needs and to fit within your individualised budget.



The following is just an example of the services we can provide to you:

•	domestic assistance including cleaning, gardening & meal preparation;

•	shopping and transport to assist with bill paying

•	assistive technology and mobility aids for walking, seating and positioning;

•	social support, both in home and outings;

•	home maintenance;

•	exercise plans developed by physiotherapists;

•	medication administration and wound care;

•	dementia support

•	personal care including dressing, showering and personal hygiene;

•	dementia support

•	wound care

•	professional clinical care under the guidance of a Registered Nurse.",""
3757,"KADS TCS Tamworth","454 Peel Street, TAMWORTH, 2340, NSW","NSW",2340,"TAMWORTH","08:00","18:00","TRUE","FALSE","dementia","reablement","respite","FALSE","FALSE","http://http://communityservices.uralla.com/","tcso@uralla.nsw.gov.au","+610267786350","TRUE","We have a history of providing an extensive range of services to a diverse client base. We have successfully operated in the New England and North West area for over 20 years. This experience has helped us to establish our service with a reputation for high quality, client focused care services.",""
3758,"CentacareCQ Bundaberg Region","79 WOONGARRA Street, BUNDABERG WEST, 4670, QLD","QLD",4670,"BUNDABERG WEST","07:00","17:00","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","http://www.centacarecq.com","ccsintaketeam@centacare.net","+611300523985","TRUE","Our Home Care Packages provide a broad range of support services designed and tailored to meet your individual needs. We work in partnership with you to ensure greater choice in services, and in how they are delivered to you. 



Call today on 1300 523 985 for more information.",""
3760,"Jack Towney Aboriginal Hostel Home Care Packages","5 Stockings Crescent, GILGANDRA, 2827, NSW","NSW",2827,"GILGANDRA",NaN,NaN,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","","dgordon@gilgandra.nsw.gov.au","+610268178777","TRUE","",""
3765,"Flexi Care Inc","16 Dividend Street, MANSFIELD, 4122, QLD","QLD",4122,"MANSFIELD","06:00","20:30","TRUE","TRUE","dementia","reablement","respite","terminal","mental","http://www.flexicareinc.org.au","info@flexicareinc.org.au","+610734228400","TRUE","Flexi Care is an independent, not-for profit organisation providing community-based aged care services in the Southern suburbs of Brisbane.  Our priority is delivering high quality, reliable support to help people to maintain a quality lifestyle.  You’ll always have easy access to a case manager who knows you and has an interest in you as a person.   We’ll also help you navigate your way through the complexities of the aged care system if you wish.",""
3768,"IUIH Home Support Logan River Valley Indigenous Services Only","79 POINSETTIA Street, INALA, 4077, QLD","QLD",4077,"INALA",NaN,NaN,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","","deanna.horton@iuih.org.au","+610437978921","TRUE","",""
3772,"Hinterland Community Care Inc","Shannon Crescent, DYSART, 4745, QLD","QLD",4745,"DYSART",NaN,NaN,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","www.hinterlandccare.com.au","finance@hinterland.net.au","+610749582116","TRUE","",""
3773,"Life Without Barriers Home Care Packages Program Darling DownsSouth West Region Queensland","298 RUTHVEN Street, TOOWOOMBA CITY, 4350, QLD","QLD",4350,"TOOWOOMBA CITY",NaN,NaN,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","http://www.lwb.org.au","agedcaredarlingdowns@lwb.org.au","+610746163100","TRUE","",""
3774,"Alzheimers HCP West Moreton","84 CHERMSIDE Road, EAST IPSWICH, 4305, QLD","QLD",4305,"EAST IPSWICH","06:00","20:30","TRUE","TRUE","dementia","reablement","respite","terminal","FALSE","http://www.alzheimersonline.org","wendyj@alzqld.org.au","+610472832555","TRUE","",""
3775,"Bungree Aboriginal Association Home Care Packages","7b Pioneer Avenue, TUGGERAH, 2259, NSW","NSW",2259,"TUGGERAH",NaN,NaN,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","http://www.bungree.org.au","ian.naden@bungree.org.au","+610243500100","TRUE","",""
3778,"Churches of Christ Care Community Care Wide Bay Bundaberg and Gin Gin","45 Dr Mays Road, BUNDABERG, 4670, QLD","QLD",4670,"BUNDABERG","06:30","20:30","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","http://www.cofc.com.au/homecare/help-in-3-steps-its-that-easy","cacbusinesssupport@cofcqld.com.au","+610741538000","TRUE","",""
3784,"Freedom Aged Care Redland Bay","10-16 Sailsbury Street, REDLAND BAY, 4165, QLD","QLD",4165,"REDLAND BAY","05:00","20:30","TRUE","TRUE","dementia","reablement","FALSE","terminal","FALSE","","fhcs@aveo.com.au","+610459896855","TRUE","Nursing Services

Medication Management

Pain Management 

Skin Management

Wound Management

Palliative Care

Personal care

Continence Support

Mobility & Falls Risk

Diet & Nutritional Support

Sleep Support

Behavioural Management

Domestic Support

Chronic Disease Management",""
3787,"Australian Unity Home Care Service Young","Level 1, 195 Clarinda Street, PARKES, 2870, NSW","NSW",2870,"PARKES","06:00","20:00","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","http://australianunity.com.au/home-services/","customercare@australianunity.com.au","+611300160170","TRUE","Australian Unity is an experienced provider of home care services. We’re a mutual company, owned by members, rather than shareholders, that has been proudly supporting the wellbeing of Australians for more than 176 years.

In New South Wales, many of our experienced team members come from the Home Care Service of NSW – a provider of home care services for more than 70 years, that was acquired by Australian Unity in 2015. 

You can rest assured that our friendly and reliable team will take the time to get to know you, so we can create a support tailored to you. 

Depending on your needs, services we can offer you include personal care, shopping, cleaning and gardening, as well as allied health care services, such nursing, physiotherapy and podiatry. If there’s something that we can’t provide ourselves, we’ll do our best to find it for you.",""
3790,"BallyCara HomeCare Cabool","2 FERNLEA Avenue, SCARBOROUGH, 4020, QLD","QLD",4020,"SCARBOROUGH","06:00","18:00","TRUE","TRUE","dementia","reablement","FALSE","FALSE","FALSE","http://www.ballycara.com","kwilkins@ballycara.com","+610418254114","TRUE","BallyCara HomeCare is here to support you to live a fulfilling and independent life in your home and community. BallyCara has extensive experience in providing Home Care Packages and our friendly advisors are here to assist you design your package of support and aids.  Our staff will take the time to listen and respect your needs and preferences in how you want to live your life.  We understand the decision to take on help and support is a very personal journey and we are committed to providing the information, explanation and flexible options to assist you and your support network make an informed choice.  Our qualified staff provide the support you require and at the times you choose.",""
3797,"BCA Home Care Services","130 QUEEN Street, AYR, 4807, QLD","QLD",4807,"AYR","09:00","16:00","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","http://www.burdekincommunityassociation.org.au","debra.cochran@bcaburdekin.org.au","+610747833744","TRUE","Level 3 Home Care Packages",""
3800,"Eldercare Home Care Yorke Peninsula","6 Centenary Avenue, MAITLAND, 5573, SA","SA",5573,"MAITLAND",NaN,NaN,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","http://www.eldercare.net.au/aged-care/home-care-yorke-peninsula/","yphomecare@eldercare.net.au","+610888322822","TRUE","Live in your own home for longer with Eldercare Home Care Yorke Peninsula.



Eldercare’s Home Care team services the Yorke Peninsula and Copper Coast regions offering a range of services including general home support, personal care and health treatments.



We understand that your needs and priorities are unique which is why a personalised Home Care plan will be created especially for you.



Registered and Enrolled Nurses form a large part of Eldercare’s Home Care team. With our team of experienced professionals, we can offer additional nursing services including the administration and management of medication, wound care and dementia assessments.



Selecting Eldercare as your Home Care provider of choice means that you will have the opportunity to continue receiving services from Eldercare as your needs and priorities change.



Privately-funded care is also available which bypasses the need to receive an ACAT assessment and apply for a package through the Federal Government.",""
